timestamp,sector_id,resource_type,stock_level,usage_rate_hourly,snap_event_detected
2026-03-01T17:29:10.845894+00:00,Sanctum Sanctorum,Pym Particles,257.98,3.11,False
2026-03-01T17:29:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),212.11,2.14,False
2026-03-01T17:29:10.845894+00:00,Sokovia,Arc Reactor Cores,483.19,4.85,False
2026-03-01T17:29:10.845894+00:00,Sokovia,Clean Water (L),2359.67,5.66,False
2026-03-01T17:29:10.845894+00:00,Sokovia,Medical Kits,351.81,3.95,False
2026-03-01T17:29:10.845894+00:00,Sokovia,Pym Particles,254.42,3.06,False
2026-03-01T17:29:10.845894+00:00,Sokovia,Vibranium (kg),227.18,2.26,False
2026-03-01T17:29:10.845894+00:00,Wakanda,Arc Reactor Cores,460.82,4.62,False
2026-03-01T17:29:10.845894+00:00,Wakanda,Clean Water (L),2670.69,6.41,False
2026-03-01T17:29:10.845894+00:00,Wakanda,Medical Kits,442.52,4.98,False
2026-03-01T17:29:10.845894+00:00,Wakanda,Pym Particles,269.41,3.23,False
2026-03-01T17:29:10.845894+00:00,Wakanda,Vibranium (kg),172.97,1.73,False
2026-03-01T17:34:10.845894+00:00,Avengers Compound,Arc Reactor Cores,486.51,100.62,False
2026-03-01T17:34:10.845894+00:00,Avengers Compound,Clean Water (L),2091.06,5.5,False
2026-03-01T17:34:10.845894+00:00,Avengers Compound,Medical Kits,286.61,137.6,False
2026-03-01T17:34:10.845894+00:00,Avengers Compound,Pym Particles,234.1,2.82,False
2026-03-01T17:34:10.845894+00:00,Avengers Compound,Vibranium (kg),172.91,4.375,False
2026-03-01T17:34:10.845894+00:00,New Asgard,Arc Reactor Cores,424.49,4.27,False
2026-03-01T17:34:10.845894+00:00,New Asgard,Clean Water (L),2451.44,5.89,False
2026-03-01T17:34:10.845894+00:00,New Asgard,Medical Kits,416.5,4.7,False
2026-03-01T17:34:10.845894+00:00,New Asgard,Pym Particles,216.64,2.6,False
2026-03-01T17:34:10.845894+00:00,New Asgard,Vibranium (kg),175.61,1.76,False
2026-03-01T17:34:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,440.35,4.41,False
2026-03-01T17:34:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2786.26,6.69,False
2026-03-01T17:34:10.845894+00:00,Sanctum Sanctorum,Medical Kits,373.17,4.2,False
2026-03-01T17:34:10.845894+00:00,Sanctum Sanctorum,Pym Particles,257.74,3.11,False
2026-03-01T17:34:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),211.2,2.14,False
2026-03-01T17:34:10.845894+00:00,Sokovia,Arc Reactor Cores,483.04,4.85,False
2026-03-01T17:34:10.845894+00:00,Sokovia,Clean Water (L),2359.71,5.66,False
2026-03-01T17:34:10.845894+00:00,Sokovia,Medical Kits,351.41,3.95,False
2026-03-01T17:34:10.845894+00:00,Sokovia,Pym Particles,254.66,3.06,False
2026-03-01T17:34:10.845894+00:00,Sokovia,Vibranium (kg),227.21,2.26,False
2026-03-01T17:34:10.845894+00:00,Wakanda,Arc Reactor Cores,460.33,4.62,False
2026-03-01T17:34:10.845894+00:00,Wakanda,Clean Water (L),2669.21,6.41,False
2026-03-01T17:34:10.845894+00:00,Wakanda,Medical Kits,441.56,4.98,False
2026-03-01T17:34:10.845894+00:00,Wakanda,Pym Particles,268.76,3.23,False
2026-03-01T17:34:10.845894+00:00,Wakanda,Vibranium (kg),173.41,1.73,False
2026-03-01T17:39:10.845894+00:00,Avengers Compound,Arc Reactor Cores,478.91,100.62,False
2026-03-01T17:39:10.845894+00:00,Avengers Compound,Clean Water (L),2090.68,5.5,False
2026-03-01T17:39:10.845894+00:00,Avengers Compound,Medical Kits,276.1,137.6,False
2026-03-01T17:39:10.845894+00:00,Avengers Compound,Pym Particles,234.78,2.82,False
2026-03-01T17:39:10.845894+00:00,Avengers Compound,Vibranium (kg),172.45,4.375,False
2026-03-01T17:39:10.845894+00:00,New Asgard,Arc Reactor Cores,423.64,4.27,False
2026-03-01T17:39:10.845894+00:00,New Asgard,Clean Water (L),2451.09,5.89,False
2026-03-01T17:39:10.845894+00:00,New Asgard,Medical Kits,416.57,4.7,False
2026-03-01T17:39:10.845894+00:00,New Asgard,Pym Particles,215.89,2.6,False
2026-03-01T17:39:10.845894+00:00,New Asgard,Vibranium (kg),176.13,1.76,False
2026-03-01T17:39:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,440.56,4.41,False
2026-03-01T17:39:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2785.12,6.69,False
2026-03-01T17:39:10.845894+00:00,Sanctum Sanctorum,Medical Kits,372.96,4.2,False
2026-03-01T17:39:10.845894+00:00,Sanctum Sanctorum,Pym Particles,257.5,3.11,False
2026-03-01T17:39:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),210.86,2.14,False
2026-03-01T17:39:10.845894+00:00,Sokovia,Arc Reactor Cores,482.01,4.85,False
2026-03-01T17:39:10.845894+00:00,Sokovia,Clean Water (L),2359.0,5.66,False
2026-03-01T17:39:10.845894+00:00,Sokovia,Medical Kits,351.72,3.95,False
2026-03-01T17:39:10.845894+00:00,Sokovia,Pym Particles,254.05,3.06,False
2026-03-01T17:39:10.845894+00:00,Sokovia,Vibranium (kg),227.9,2.26,False
2026-03-01T17:39:10.845894+00:00,Wakanda,Arc Reactor Cores,460.83,4.62,False
2026-03-01T17:39:10.845894+00:00,Wakanda,Clean Water (L),2669.52,6.41,False
2026-03-01T17:39:10.845894+00:00,Wakanda,Medical Kits,441.55,4.98,False
2026-03-01T17:39:10.845894+00:00,Wakanda,Pym Particles,269.48,3.23,False
2026-03-01T17:39:10.845894+00:00,Wakanda,Vibranium (kg),173.56,1.73,False
2026-03-01T17:44:10.845894+00:00,Avengers Compound,Arc Reactor Cores,470.09,100.62,False
2026-03-01T17:44:10.845894+00:00,Avengers Compound,Clean Water (L),2091.11,5.5,False
2026-03-01T17:44:10.845894+00:00,Avengers Compound,Medical Kits,263.69,137.6,False
2026-03-01T17:44:10.845894+00:00,Avengers Compound,Pym Particles,234.76,2.82,False
2026-03-01T17:44:10.845894+00:00,Avengers Compound,Vibranium (kg),172.09,4.375,False
2026-03-01T17:44:10.845894+00:00,New Asgard,Arc Reactor Cores,423.97,4.27,False
2026-03-01T17:44:10.845894+00:00,New Asgard,Clean Water (L),2451.36,5.89,False
2026-03-01T17:44:10.845894+00:00,New Asgard,Medical Kits,415.37,4.7,False
2026-03-01T17:44:10.845894+00:00,New Asgard,Pym Particles,215.05,2.6,False
2026-03-01T17:44:10.845894+00:00,New Asgard,Vibranium (kg),175.47,1.76,False
2026-03-01T17:44:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,439.88,4.41,False
2026-03-01T17:44:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2784.39,6.69,False
2026-03-01T17:44:10.845894+00:00,Sanctum Sanctorum,Medical Kits,371.98,4.2,False
2026-03-01T17:44:10.845894+00:00,Sanctum Sanctorum,Pym Particles,257.11,3.11,False
2026-03-01T17:44:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),210.93,2.14,False
2026-03-01T17:44:10.845894+00:00,Sokovia,Arc Reactor Cores,481.08,4.85,False
2026-03-01T17:44:10.845894+00:00,Sokovia,Clean Water (L),1768.19,5.66,False
2026-03-01T17:44:10.845894+00:00,Sokovia,Medical Kits,300.32,19.75,False
2026-03-01T17:44:10.845894+00:00,Sokovia,Pym Particles,253.94,6.12,False
2026-03-01T17:44:10.845894+00:00,Sokovia,Vibranium (kg),227.97,2.26,False
2026-03-01T17:44:10.845894+00:00,Wakanda,Arc Reactor Cores,460.02,4.62,False
2026-03-01T17:44:10.845894+00:00,Wakanda,Clean Water (L),2668.98,6.41,False
2026-03-01T17:44:10.845894+00:00,Wakanda,Medical Kits,441.37,4.98,False
2026-03-01T17:44:10.845894+00:00,Wakanda,Pym Particles,270.12,3.23,False
2026-03-01T17:44:10.845894+00:00,Wakanda,Vibranium (kg),172.62,1.73,False
2026-03-01T17:49:10.845894+00:00,Avengers Compound,Arc Reactor Cores,461.32,100.62,False
2026-03-01T17:49:10.845894+00:00,Avengers Compound,Clean Water (L),2090.78,5.5,False
2026-03-01T17:49:10.845894+00:00,Avengers Compound,Medical Kits,251.52,137.6,False
2026-03-01T17:49:10.845894+00:00,Avengers Compound,Pym Particles,233.64,2.82,False
2026-03-01T17:49:10.845894+00:00,Avengers Compound,Vibranium (kg),172.12,4.375,False
2026-03-01T17:49:10.845894+00:00,New Asgard,Arc Reactor Cores,424.01,4.27,False
2026-03-01T17:49:10.845894+00:00,New Asgard,Clean Water (L),2451.26,5.89,False
2026-03-01T17:49:10.845894+00:00,New Asgard,Medical Kits,414.44,4.7,False
2026-03-01T17:49:10.845894+00:00,New Asgard,Pym Particles,214.39,2.6,False
2026-03-01T17:49:10.845894+00:00,New Asgard,Vibranium (kg),174.39,1.76,False
2026-03-01T17:49:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,439.24,4.41,False
2026-03-01T17:49:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2784.45,6.69,False
2026-03-01T17:49:10.845894+00:00,Sanctum Sanctorum,Medical Kits,372.45,4.2,False
2026-03-01T17:49:10.845894+00:00,Sanctum Sanctorum,Pym Particles,256.55,3.11,False
2026-03-01T17:49:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),209.89,2.14,False
2026-03-01T17:49:10.845894+00:00,Sokovia,Arc Reactor Cores,481.32,4.85,False
2026-03-01T17:49:10.845894+00:00,Sokovia,Clean Water (L),1767.91,5.66,False
2026-03-01T17:49:10.845894+00:00,Sokovia,Medical Kits,299.52,19.75,False
2026-03-01T17:49:10.845894+00:00,Sokovia,Pym Particles,254.37,6.12,False
2026-03-01T17:49:10.845894+00:00,Sokovia,Vibranium (kg),228.01,2.26,False
2026-03-01T17:49:10.845894+00:00,Wakanda,Arc Reactor Cores,459.83,4.62,False
2026-03-01T17:49:10.845894+00:00,Wakanda,Clean Water (L),2669.14,6.41,False
2026-03-01T17:49:10.845894+00:00,Wakanda,Medical Kits,440.92,4.98,False
2026-03-01T17:49:10.845894+00:00,Wakanda,Pym Particles,269.19,3.23,False
2026-03-01T17:49:10.845894+00:00,Wakanda,Vibranium (kg),171.73,1.73,False
2026-03-01T17:54:10.845894+00:00,Avengers Compound,Arc Reactor Cores,333.25,100.62,False
2026-03-01T17:54:10.845894+00:00,Avengers Compound,Clean Water (L),2089.93,5.5,False
2026-03-01T17:54:10.845894+00:00,Avengers Compound,Medical Kits,239.75,137.6,False
2026-03-01T17:54:10.845894+00:00,Avengers Compound,Pym Particles,234.36,2.82,False
2026-03-01T17:54:10.845894+00:00,Avengers Compound,Vibranium (kg),171.69,4.375,False
2026-03-01T17:54:10.845894+00:00,New Asgard,Arc Reactor Cores,422.7,4.27,False
2026-03-01T17:54:10.845894+00:00,New Asgard,Clean Water (L),2450.44,5.89,False
2026-03-01T17:54:10.845894+00:00,New Asgard,Medical Kits,414.37,9.4,False
2026-03-01T17:54:10.845894+00:00,New Asgard,Pym Particles,213.19,2.6,False
2026-03-01T17:54:10.845894+00:00,New Asgard,Vibranium (kg),175.1,1.76,False
2026-03-01T17:54:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,438.71,4.41,False
2026-03-01T17:54:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2783.56,6.69,False
2026-03-01T17:54:10.845894+00:00,Sanctum Sanctorum,Medical Kits,371.28,4.2,False
2026-03-01T17:54:10.845894+00:00,Sanctum Sanctorum,Pym Particles,204.07,3.11,False
2026-03-01T17:54:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),209.53,2.14,False
2026-03-01T17:54:10.845894+00:00,Sokovia,Arc Reactor Cores,480.06,4.85,False
2026-03-01T17:54:10.845894+00:00,Sokovia,Clean Water (L),1767.14,5.66,False
2026-03-01T17:54:10.845894+00:00,Sokovia,Medical Kits,298.46,19.75,False
2026-03-01T17:54:10.845894+00:00,Sokovia,Pym Particles,254.81,6.12,False
2026-03-01T17:54:10.845894+00:00,Sokovia,Vibranium (kg),226.85,2.26,False
2026-03-01T17:54:10.845894+00:00,Wakanda,Arc Reactor Cores,459.57,4.62,False
2026-03-01T17:54:10.845894+00:00,Wakanda,Clean Water (L),2668.19,6.41,False
2026-03-01T17:54:10.845894+00:00,Wakanda,Medical Kits,441.18,4.98,False
2026-03-01T17:54:10.845894+00:00,Wakanda,Pym Particles,269.42,3.23,False
2026-03-01T17:54:10.845894+00:00,Wakanda,Vibranium (kg),171.23,1.73,False
2026-03-01T17:59:10.845894+00:00,Avengers Compound,Arc Reactor Cores,324.61,100.62,False
2026-03-01T17:59:10.845894+00:00,Avengers Compound,Clean Water (L),2088.73,5.5,False
2026-03-01T17:59:10.845894+00:00,Avengers Compound,Medical Kits,228.7,137.6,False
2026-03-01T17:59:10.845894+00:00,Avengers Compound,Pym Particles,233.15,2.82,False
2026-03-01T17:59:10.845894+00:00,Avengers Compound,Vibranium (kg),171.9,4.375,False
2026-03-01T17:59:10.845894+00:00,New Asgard,Arc Reactor Cores,422.9,4.27,False
2026-03-01T17:59:10.845894+00:00,New Asgard,Clean Water (L),2450.61,5.89,False
2026-03-01T17:59:10.845894+00:00,New Asgard,Medical Kits,412.78,9.4,False
2026-03-01T17:59:10.845894+00:00,New Asgard,Pym Particles,212.48,2.6,False
2026-03-01T17:59:10.845894+00:00,New Asgard,Vibranium (kg),175.65,1.76,False
2026-03-01T17:59:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,438.94,4.41,False
2026-03-01T17:59:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2783.07,6.69,False
2026-03-01T17:59:10.845894+00:00,Sanctum Sanctorum,Medical Kits,371.27,4.2,False
2026-03-01T17:59:10.845894+00:00,Sanctum Sanctorum,Pym Particles,203.72,3.11,False
2026-03-01T17:59:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),209.92,2.14,False
2026-03-01T17:59:10.845894+00:00,Sokovia,Arc Reactor Cores,479.79,4.85,False
2026-03-01T17:59:10.845894+00:00,Sokovia,Clean Water (L),1765.85,5.66,False
2026-03-01T17:59:10.845894+00:00,Sokovia,Medical Kits,297.27,19.75,False
2026-03-01T17:59:10.845894+00:00,Sokovia,Pym Particles,255.02,6.12,False
2026-03-01T17:59:10.845894+00:00,Sokovia,Vibranium (kg),227.46,2.26,False
2026-03-01T17:59:10.845894+00:00,Wakanda,Arc Reactor Cores,458.54,4.62,False
2026-03-01T17:59:10.845894+00:00,Wakanda,Clean Water (L),2667.08,6.41,False
2026-03-01T17:59:10.845894+00:00,Wakanda,Medical Kits,441.39,4.98,False
2026-03-01T17:59:10.845894+00:00,Wakanda,Pym Particles,269.11,3.23,False
2026-03-01T17:59:10.845894+00:00,Wakanda,Vibranium (kg),171.23,1.73,False
2026-03-01T18:04:10.845894+00:00,Avengers Compound,Arc Reactor Cores,315.74,100.62,False
2026-03-01T18:04:10.845894+00:00,Avengers Compound,Clean Water (L),2088.68,5.5,False
2026-03-01T18:04:10.845894+00:00,Avengers Compound,Medical Kits,216.8,137.6,False
2026-03-01T18:04:10.845894+00:00,Avengers Compound,Pym Particles,233.19,2.82,False
2026-03-01T18:04:10.845894+00:00,Avengers Compound,Vibranium (kg),220.9,2.1875,False
2026-03-01T18:04:10.845894+00:00,New Asgard,Arc Reactor Cores,423.54,4.27,False
2026-03-01T18:04:10.845894+00:00,New Asgard,Clean Water (L),2449.24,5.89,False
2026-03-01T18:04:10.845894+00:00,New Asgard,Medical Kits,412.9,9.4,False
2026-03-01T18:04:10.845894+00:00,New Asgard,Pym Particles,212.93,2.6,False
2026-03-01T18:04:10.845894+00:00,New Asgard,Vibranium (kg),175.47,1.76,False
2026-03-01T18:04:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,438.84,4.41,False
2026-03-01T18:04:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2781.76,6.69,False
2026-03-01T18:04:10.845894+00:00,Sanctum Sanctorum,Medical Kits,371.55,4.2,False
2026-03-01T18:04:10.845894+00:00,Sanctum Sanctorum,Pym Particles,203.36,3.11,False
2026-03-01T18:04:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),210.03,2.14,False
2026-03-01T18:04:10.845894+00:00,Sokovia,Arc Reactor Cores,480.29,4.85,False
2026-03-01T18:04:10.845894+00:00,Sokovia,Clean Water (L),1764.53,5.66,False
2026-03-01T18:04:10.845894+00:00,Sokovia,Medical Kits,296.37,19.75,False
2026-03-01T18:04:10.845894+00:00,Sokovia,Pym Particles,253.65,6.12,False
2026-03-01T18:04:10.845894+00:00,Sokovia,Vibranium (kg),227.6,2.26,False
2026-03-01T18:04:10.845894+00:00,Wakanda,Arc Reactor Cores,457.24,4.62,False
2026-03-01T18:04:10.845894+00:00,Wakanda,Clean Water (L),2667.18,6.41,False
2026-03-01T18:04:10.845894+00:00,Wakanda,Medical Kits,440.17,4.98,False
2026-03-01T18:04:10.845894+00:00,Wakanda,Pym Particles,268.92,3.23,False
2026-03-01T18:04:10.845894+00:00,Wakanda,Vibranium (kg),131.5,1.73,False
2026-03-01T18:09:10.845894+00:00,Avengers Compound,Arc Reactor Cores,307.28,100.62,False
2026-03-01T18:09:10.845894+00:00,Avengers Compound,Clean Water (L),2087.61,5.5,False
2026-03-01T18:09:10.845894+00:00,Avengers Compound,Medical Kits,205.19,137.6,False
2026-03-01T18:09:10.845894+00:00,Avengers Compound,Pym Particles,233.7,2.82,False
2026-03-01T18:09:10.845894+00:00,Avengers Compound,Vibranium (kg),221.25,2.1875,False
2026-03-01T18:09:10.845894+00:00,New Asgard,Arc Reactor Cores,422.37,4.27,False
2026-03-01T18:09:10.845894+00:00,New Asgard,Clean Water (L),2448.99,5.89,False
2026-03-01T18:09:10.845894+00:00,New Asgard,Medical Kits,411.68,9.4,False
2026-03-01T18:09:10.845894+00:00,New Asgard,Pym Particles,211.92,2.6,False
2026-03-01T18:09:10.845894+00:00,New Asgard,Vibranium (kg),174.83,1.76,False
2026-03-01T18:09:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,438.63,4.41,False
2026-03-01T18:09:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2780.31,6.69,False
2026-03-01T18:09:10.845894+00:00,Sanctum Sanctorum,Medical Kits,371.81,4.2,False
2026-03-01T18:09:10.845894+00:00,Sanctum Sanctorum,Pym Particles,202.82,3.11,False
2026-03-01T18:09:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),210.42,2.14,False
2026-03-01T18:09:10.845894+00:00,Sokovia,Arc Reactor Cores,479.31,4.85,False
2026-03-01T18:09:10.845894+00:00,Sokovia,Clean Water (L),1764.61,5.66,False
2026-03-01T18:09:10.845894+00:00,Sokovia,Medical Kits,295.36,19.75,False
2026-03-01T18:09:10.845894+00:00,Sokovia,Pym Particles,253.0,6.12,False
2026-03-01T18:09:10.845894+00:00,Sokovia,Vibranium (kg),226.73,2.26,False
2026-03-01T18:09:10.845894+00:00,Wakanda,Arc Reactor Cores,457.8,4.62,False
2026-03-01T18:09:10.845894+00:00,Wakanda,Clean Water (L),2666.93,6.41,False
2026-03-01T18:09:10.845894+00:00,Wakanda,Medical Kits,439.42,4.98,False
2026-03-01T18:09:10.845894+00:00,Wakanda,Pym Particles,268.6,3.23,False
2026-03-01T18:09:10.845894+00:00,Wakanda,Vibranium (kg),131.97,1.73,False
2026-03-01T18:14:10.845894+00:00,Avengers Compound,Arc Reactor Cores,127.09,1207.44,False
2026-03-01T18:14:10.845894+00:00,Avengers Compound,Clean Water (L),1043.75,5.5,False
2026-03-01T18:14:10.845894+00:00,Avengers Compound,Medical Kits,193.21,137.6,False
2026-03-01T18:14:10.845894+00:00,Avengers Compound,Pym Particles,232.91,2.82,False
2026-03-01T18:14:10.845894+00:00,Avengers Compound,Vibranium (kg),221.0,2.1875,False
2026-03-01T18:14:10.845894+00:00,New Asgard,Arc Reactor Cores,421.79,4.27,False
2026-03-01T18:14:10.845894+00:00,New Asgard,Clean Water (L),2448.16,5.89,False
2026-03-01T18:14:10.845894+00:00,New Asgard,Medical Kits,410.67,9.4,False
2026-03-01T18:14:10.845894+00:00,New Asgard,Pym Particles,212.27,2.6,False
2026-03-01T18:14:10.845894+00:00,New Asgard,Vibranium (kg),174.78,1.76,False
2026-03-01T18:14:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,438.11,4.41,False
2026-03-01T18:14:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2779.76,6.69,False
2026-03-01T18:14:10.845894+00:00,Sanctum Sanctorum,Medical Kits,372.33,4.2,False
2026-03-01T18:14:10.845894+00:00,Sanctum Sanctorum,Pym Particles,202.25,3.11,False
2026-03-01T18:14:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),210.55,2.14,False
2026-03-01T18:14:10.845894+00:00,Sokovia,Arc Reactor Cores,478.79,4.85,False
2026-03-01T18:14:10.845894+00:00,Sokovia,Clean Water (L),1765.03,5.66,False
2026-03-01T18:14:10.845894+00:00,Sokovia,Medical Kits,292.93,19.75,False
2026-03-01T18:14:10.845894+00:00,Sokovia,Pym Particles,253.47,6.12,False
2026-03-01T18:14:10.845894+00:00,Sokovia,Vibranium (kg),226.2,2.26,False
2026-03-01T18:14:10.845894+00:00,Wakanda,Arc Reactor Cores,456.57,4.62,False
2026-03-01T18:14:10.845894+00:00,Wakanda,Clean Water (L),2666.14,6.41,False
2026-03-01T18:14:10.845894+00:00,Wakanda,Medical Kits,439.6,4.98,False
2026-03-01T18:14:10.845894+00:00,Wakanda,Pym Particles,268.97,3.23,False
2026-03-01T18:14:10.845894+00:00,Wakanda,Vibranium (kg),131.9,1.73,False
2026-03-01T18:19:10.845894+00:00,Avengers Compound,Arc Reactor Cores,25.95,1207.44,False
2026-03-01T18:19:10.845894+00:00,Avengers Compound,Clean Water (L),1042.41,5.5,False
2026-03-01T18:19:10.845894+00:00,Avengers Compound,Medical Kits,181.85,137.6,False
2026-03-01T18:19:10.845894+00:00,Avengers Compound,Pym Particles,233.11,2.82,False
2026-03-01T18:19:10.845894+00:00,Avengers Compound,Vibranium (kg),221.76,2.1875,False
2026-03-01T18:19:10.845894+00:00,New Asgard,Arc Reactor Cores,422.07,4.27,False
2026-03-01T18:19:10.845894+00:00,New Asgard,Clean Water (L),2448.32,5.89,False
2026-03-01T18:19:10.845894+00:00,New Asgard,Medical Kits,409.31,9.4,False
2026-03-01T18:19:10.845894+00:00,New Asgard,Pym Particles,212.12,2.6,False
2026-03-01T18:19:10.845894+00:00,New Asgard,Vibranium (kg),175.2,1.76,False
2026-03-01T18:19:10.845894+00:00,Sanctum Sanctorum,Arc Reactor Cores,436.95,4.41,False
2026-03-01T18:19:10.845894+00:00,Sanctum Sanctorum,Clean Water (L),2778.56,6.69,False
2026-03-01T18:19:10.845894+00:00,Sanctum Sanctorum,Medical Kits,372.57,4.2,False
2026-03-01T18:19:10.845894+00:00,Sanctum Sanctorum,Pym Particles,201.35,3.11,False
2026-03-01T18:19:10.845894+00:00,Sanctum Sanctorum,Vibranium (kg),210.09,2.14,False
2026-03-01T18:19:10.845894+00:00,Sokovia,Arc Reactor Cores,479.32,4.85,False
2026-03-01T18:19:10.845894+00:00,Sokovia,Clean Water (L),1765.05,5.66,False
2026-03-01T18:19:10.845894+00:00,Sokovia,Medical Kits,290.6,19.75,False
2026-03-01T18:19:10.845894+00:00,Sokovia,Pym Particles,253.83,6.12,False
2026-03-01T18:19:10.845894+00:00,Sokovia,Vibranium (kg),226.41,2.26,False
2026-03-01T18:19:10.845894+00:00,Wakanda,Arc Reactor Cores,456.69,4.62,False
2026-03-01T18:19:10.845894+00:00,Wakanda,Clean Water (L),2665.33,6.41,False
2026-03-01T18:19:10.845894+00:00,Wakanda,Medical Kits,439.75,4.98,False
2026-03-01T18:19:10.845894+00:00,Wakanda,Pym Particles,268.3,3.23,False
2026-03-01T18:19:10.845894+00:00,Wakanda,Vibranium (kg),130.96,1.73,False
2026-03-01T18:24:10.845894+00:00,Avengers Compound,Arc Reactor Cores,0.0,1207.44,False
