timestamp,sector_id,resource_type,stock_level,usage_rate_hourly,snap_event_detected
2025-12-07T05:00:00,Avengers Compound,Arc Reactor Cores,1664.535,0.4422,False
2025-12-07T06:00:00,Avengers Compound,Arc Reactor Cores,1664.071,0.4642,False
2025-12-07T07:00:00,Avengers Compound,Arc Reactor Cores,1663.601,0.4693,False
2025-12-07T08:00:00,Avengers Compound,Arc Reactor Cores,1663.098,0.5036,False
2025-12-07T09:00:00,Avengers Compound,Arc Reactor Cores,1662.512,0.5856,False
2025-12-07T10:00:00,Avengers Compound,Arc Reactor Cores,1661.96,0.5519,False
2025-12-07T11:00:00,Avengers Compound,Arc Reactor Cores,1661.385,0.5754,False
2025-12-07T12:00:00,Avengers Compound,Arc Reactor Cores,1660.761,0.6233,False
2025-12-07T13:00:00,Avengers Compound,Arc Reactor Cores,1660.203,0.5585,False
2025-12-07T14:00:00,Avengers Compound,Arc Reactor Cores,1659.565,0.6384,False
2025-12-07T15:00:00,Avengers Compound,Arc Reactor Cores,1658.99,0.5742,False
2025-12-07T16:00:00,Avengers Compound,Arc Reactor Cores,1658.427,0.5631,False
2025-12-07T17:00:00,Avengers Compound,Arc Reactor Cores,1657.938,0.489,False
2025-12-07T18:00:00,Avengers Compound,Arc Reactor Cores,1657.422,0.5165,False
2025-12-07T19:00:00,Avengers Compound,Arc Reactor Cores,1656.927,0.4947,False
2025-12-07T20:00:00,Avengers Compound,Arc Reactor Cores,1656.449,0.4783,False
2025-12-07T21:00:00,Avengers Compound,Arc Reactor Cores,1656.075,0.3733,False
2025-12-07T22:00:00,Avengers Compound,Arc Reactor Cores,1655.676,0.3999,False
2025-12-07T23:00:00,Avengers Compound,Arc Reactor Cores,1655.31,0.3655,False
2025-12-08T00:00:00,Avengers Compound,Arc Reactor Cores,1654.955,0.3553,False
2025-12-08T01:00:00,Avengers Compound,Arc Reactor Cores,1654.577,0.3779,False
2025-12-08T02:00:00,Avengers Compound,Arc Reactor Cores,1654.216,0.3611,False
2025-12-08T03:00:00,Avengers Compound,Arc Reactor Cores,1653.828,0.3873,False
2025-12-08T04:00:00,Avengers Compound,Arc Reactor Cores,1653.411,0.417,False
2025-12-08T05:00:00,Avengers Compound,Arc Reactor Cores,1652.981,0.4301,False
2025-12-08T06:00:00,Avengers Compound,Arc Reactor Cores,1652.545,0.4362,False
2025-12-08T07:00:00,Avengers Compound,Arc Reactor Cores,1652.078,0.4673,False
2025-12-08T08:00:00,Avengers Compound,Arc Reactor Cores,1651.56,0.5174,False
2025-12-08T09:00:00,Avengers Compound,Arc Reactor Cores,1651.044,0.5162,False
2025-12-08T10:00:00,Avengers Compound,Arc Reactor Cores,1650.449,0.5957,False
2025-12-08T11:00:00,Avengers Compound,Arc Reactor Cores,1649.863,0.5857,False
2025-12-08T12:00:00,Avengers Compound,Arc Reactor Cores,1649.249,0.6137,False
2025-12-08T13:00:00,Avengers Compound,Arc Reactor Cores,1648.663,0.5862,False
2025-12-08T14:00:00,Avengers Compound,Arc Reactor Cores,1648.111,0.552,False
2025-12-08T15:00:00,Avengers Compound,Arc Reactor Cores,1647.514,0.5974,False
2025-12-08T16:00:00,Avengers Compound,Arc Reactor Cores,1646.948,0.5658,False
2025-12-08T17:00:00,Avengers Compound,Arc Reactor Cores,1646.415,0.5328,False
2025-12-08T18:00:00,Avengers Compound,Arc Reactor Cores,1645.931,0.4846,False
2025-12-08T19:00:00,Avengers Compound,Arc Reactor Cores,1645.472,0.4588,False
2025-12-08T20:00:00,Avengers Compound,Arc Reactor Cores,1645.007,0.4651,False
2025-12-08T21:00:00,Avengers Compound,Arc Reactor Cores,1644.563,0.4433,False
2025-12-08T22:00:00,Avengers Compound,Arc Reactor Cores,1644.158,0.4052,False
2025-12-08T23:00:00,Avengers Compound,Arc Reactor Cores,1643.731,0.4271,False
2025-12-09T00:00:00,Avengers Compound,Arc Reactor Cores,1643.361,0.3697,False
2025-12-09T01:00:00,Avengers Compound,Arc Reactor Cores,1642.993,0.3683,False
2025-12-09T02:00:00,Avengers Compound,Arc Reactor Cores,1642.603,0.3894,False
2025-12-09T03:00:00,Avengers Compound,Arc Reactor Cores,1642.242,0.3618,False
2025-12-09T04:00:00,Avengers Compound,Arc Reactor Cores,1641.853,0.3888,False
2025-12-09T05:00:00,Avengers Compound,Arc Reactor Cores,1641.432,0.4209,False
2025-12-09T06:00:00,Avengers Compound,Arc Reactor Cores,1640.97,0.4615,False
2025-12-09T07:00:00,Avengers Compound,Arc Reactor Cores,1640.474,0.4963,False
2025-12-09T08:00:00,Avengers Compound,Arc Reactor Cores,1639.947,0.5267,False
2025-12-09T09:00:00,Avengers Compound,Arc Reactor Cores,1639.421,0.5259,False
2025-12-09T10:00:00,Avengers Compound,Arc Reactor Cores,1638.835,0.587,False
2025-12-09T11:00:00,Avengers Compound,Arc Reactor Cores,1638.247,0.5874,False
2025-12-09T12:00:00,Avengers Compound,Arc Reactor Cores,1637.613,0.6337,False
2025-12-09T13:00:00,Avengers Compound,Arc Reactor Cores,1637.014,0.5994,False
2025-12-09T14:00:00,Avengers Compound,Arc Reactor Cores,1636.389,0.6252,False
2025-12-09T15:00:00,Avengers Compound,Arc Reactor Cores,1635.828,0.5605,False
2025-12-09T16:00:00,Avengers Compound,Arc Reactor Cores,1635.257,0.5712,False
2025-12-09T17:00:00,Avengers Compound,Arc Reactor Cores,1634.721,0.5359,False
2025-12-09T18:00:00,Avengers Compound,Arc Reactor Cores,1634.247,0.4743,False
2025-12-09T19:00:00,Avengers Compound,Arc Reactor Cores,1633.758,0.4888,False
2025-12-09T20:00:00,Avengers Compound,Arc Reactor Cores,1633.306,0.4522,False
2025-12-09T21:00:00,Avengers Compound,Arc Reactor Cores,1632.866,0.44,False
2025-12-09T22:00:00,Avengers Compound,Arc Reactor Cores,1632.475,0.3912,False
2025-12-09T23:00:00,Avengers Compound,Arc Reactor Cores,1632.071,0.4036,False
2025-12-10T00:00:00,Avengers Compound,Arc Reactor Cores,1631.703,0.3679,False
2025-12-10T01:00:00,Avengers Compound,Arc Reactor Cores,1631.351,0.3524,False
2025-12-10T02:00:00,Avengers Compound,Arc Reactor Cores,1630.983,0.3672,False
2025-12-10T03:00:00,Avengers Compound,Arc Reactor Cores,1630.612,0.372,False
2025-12-10T04:00:00,Avengers Compound,Arc Reactor Cores,1630.231,0.3802,False
2025-12-10T05:00:00,Avengers Compound,Arc Reactor Cores,1629.799,0.4326,False
2025-12-10T06:00:00,Avengers Compound,Arc Reactor Cores,1629.343,0.4556,False
2025-12-10T07:00:00,Avengers Compound,Arc Reactor Cores,1628.863,0.4797,False
2025-12-10T08:00:00,Avengers Compound,Arc Reactor Cores,1628.355,0.5088,False
2025-12-10T09:00:00,Avengers Compound,Arc Reactor Cores,1627.789,0.5653,False
2025-12-10T10:00:00,Avengers Compound,Arc Reactor Cores,1627.177,0.6126,False
2025-12-10T11:00:00,Avengers Compound,Arc Reactor Cores,1626.576,0.6006,False
2025-12-10T12:00:00,Avengers Compound,Arc Reactor Cores,1625.973,0.6035,False
2025-12-10T13:00:00,Avengers Compound,Arc Reactor Cores,1625.343,0.6293,False
2025-12-10T14:00:00,Avengers Compound,Arc Reactor Cores,1624.7,0.6437,False
2025-12-10T15:00:00,Avengers Compound,Arc Reactor Cores,1624.152,0.5475,False
2025-12-10T16:00:00,Avengers Compound,Arc Reactor Cores,1623.576,0.5762,False
2025-12-10T17:00:00,Avengers Compound,Arc Reactor Cores,1623.0,0.5762,False
2025-12-10T18:00:00,Avengers Compound,Arc Reactor Cores,1622.486,0.5139,False
2025-12-10T19:00:00,Avengers Compound,Arc Reactor Cores,1621.987,0.4985,False
2025-12-10T20:00:00,Avengers Compound,Arc Reactor Cores,1621.575,0.4127,False
2025-12-10T21:00:00,Avengers Compound,Arc Reactor Cores,1621.147,0.4277,False
2025-12-10T22:00:00,Avengers Compound,Arc Reactor Cores,1620.718,0.4284,False
2025-12-10T23:00:00,Avengers Compound,Arc Reactor Cores,1620.349,0.3693,False
2025-12-11T00:00:00,Avengers Compound,Arc Reactor Cores,1619.955,0.3939,False
2025-12-11T01:00:00,Avengers Compound,Arc Reactor Cores,1818.376,0.3635,False
2025-12-11T02:00:00,Avengers Compound,Arc Reactor Cores,1817.996,0.3805,False
2025-12-11T03:00:00,Avengers Compound,Arc Reactor Cores,1817.574,0.4213,False
2025-12-11T04:00:00,Avengers Compound,Arc Reactor Cores,1817.157,0.4172,False
2025-12-11T05:00:00,Avengers Compound,Arc Reactor Cores,1816.714,0.4429,False
2025-12-11T06:00:00,Avengers Compound,Arc Reactor Cores,1816.248,0.466,False
2025-12-11T07:00:00,Avengers Compound,Arc Reactor Cores,1815.773,0.475,False
2025-12-11T08:00:00,Avengers Compound,Arc Reactor Cores,1815.21,0.5633,False
2025-12-11T09:00:00,Avengers Compound,Arc Reactor Cores,1814.702,0.5084,False
2025-12-11T10:00:00,Avengers Compound,Arc Reactor Cores,1814.144,0.5573,False
2025-12-11T11:00:00,Avengers Compound,Arc Reactor Cores,1813.581,0.5631,False
2025-12-11T12:00:00,Avengers Compound,Arc Reactor Cores,1812.998,0.5835,False
2025-12-11T13:00:00,Avengers Compound,Arc Reactor Cores,1812.418,0.5796,False
2025-12-11T14:00:00,Avengers Compound,Arc Reactor Cores,1811.794,0.6245,False
2025-12-11T15:00:00,Avengers Compound,Arc Reactor Cores,1811.191,0.6026,False
2025-12-11T16:00:00,Avengers Compound,Arc Reactor Cores,1810.631,0.5599,False
2025-12-11T17:00:00,Avengers Compound,Arc Reactor Cores,1810.135,0.4967,False
2025-12-11T18:00:00,Avengers Compound,Arc Reactor Cores,1809.598,0.5366,False
2025-12-11T19:00:00,Avengers Compound,Arc Reactor Cores,1809.109,0.4888,False
2025-12-11T20:00:00,Avengers Compound,Arc Reactor Cores,1808.652,0.4573,False
2025-12-11T21:00:00,Avengers Compound,Arc Reactor Cores,1808.219,0.4332,False
2025-12-11T22:00:00,Avengers Compound,Arc Reactor Cores,1807.792,0.4265,False
2025-12-11T23:00:00,Avengers Compound,Arc Reactor Cores,1807.417,0.3751,False
2025-12-12T00:00:00,Avengers Compound,Arc Reactor Cores,1807.038,0.3787,False
2025-12-12T01:00:00,Avengers Compound,Arc Reactor Cores,1806.676,0.3628,False
2025-12-12T02:00:00,Avengers Compound,Arc Reactor Cores,1806.317,0.3582,False
2025-12-12T03:00:00,Avengers Compound,Arc Reactor Cores,1805.888,0.4298,False
2025-12-12T04:00:00,Avengers Compound,Arc Reactor Cores,1805.493,0.3942,False
2025-12-12T05:00:00,Avengers Compound,Arc Reactor Cores,1805.068,0.4253,False
2025-12-12T06:00:00,Avengers Compound,Arc Reactor Cores,1804.578,0.49,False
2025-12-12T07:00:00,Avengers Compound,Arc Reactor Cores,1804.122,0.4565,False
2025-12-12T08:00:00,Avengers Compound,Arc Reactor Cores,1803.589,0.5327,False
2025-12-12T09:00:00,Avengers Compound,Arc Reactor Cores,1803.031,0.5578,False
2025-12-12T10:00:00,Avengers Compound,Arc Reactor Cores,1802.499,0.5325,False
2025-12-12T11:00:00,Avengers Compound,Arc Reactor Cores,1801.919,0.5792,False
2025-12-12T12:00:00,Avengers Compound,Arc Reactor Cores,1801.378,0.5415,False
2025-12-12T13:00:00,Avengers Compound,Arc Reactor Cores,1800.78,0.5975,False
2025-12-12T14:00:00,Avengers Compound,Arc Reactor Cores,1800.157,0.6229,False
2025-12-12T15:00:00,Avengers Compound,Arc Reactor Cores,1799.569,0.5888,False
2025-12-12T16:00:00,Avengers Compound,Arc Reactor Cores,1798.973,0.5959,False
2025-12-12T17:00:00,Avengers Compound,Arc Reactor Cores,1798.44,0.5326,False
2025-12-12T18:00:00,Avengers Compound,Arc Reactor Cores,1797.922,0.5182,False
2025-12-12T19:00:00,Avengers Compound,Arc Reactor Cores,1797.454,0.4683,False
2025-12-12T20:00:00,Avengers Compound,Arc Reactor Cores,1797.016,0.4372,False
2025-12-12T21:00:00,Avengers Compound,Arc Reactor Cores,1796.555,0.461,False
2025-12-12T22:00:00,Avengers Compound,Arc Reactor Cores,1796.161,0.394,False
2025-12-12T23:00:00,Avengers Compound,Arc Reactor Cores,1795.776,0.3849,False
2025-12-13T00:00:00,Avengers Compound,Arc Reactor Cores,1795.382,0.3941,False
2025-12-13T01:00:00,Avengers Compound,Arc Reactor Cores,1795.014,0.3687,False
2025-12-13T02:00:00,Avengers Compound,Arc Reactor Cores,1794.643,0.3711,False
2025-12-13T03:00:00,Avengers Compound,Arc Reactor Cores,1794.231,0.4116,False
2025-12-13T04:00:00,Avengers Compound,Arc Reactor Cores,1793.845,0.386,False
2025-12-13T05:00:00,Avengers Compound,Arc Reactor Cores,1793.412,0.4331,False
2025-12-13T06:00:00,Avengers Compound,Arc Reactor Cores,1792.966,0.4458,False
2025-12-13T07:00:00,Avengers Compound,Arc Reactor Cores,1792.479,0.4866,False
2025-12-13T08:00:00,Avengers Compound,Arc Reactor Cores,1791.966,0.5137,False
2025-12-13T09:00:00,Avengers Compound,Arc Reactor Cores,1791.414,0.5522,False
2025-12-13T10:00:00,Avengers Compound,Arc Reactor Cores,1790.854,0.5593,False
2025-12-13T11:00:00,Avengers Compound,Arc Reactor Cores,1790.271,0.5837,False
2025-12-13T12:00:00,Avengers Compound,Arc Reactor Cores,1789.688,0.5829,False
2025-12-13T13:00:00,Avengers Compound,Arc Reactor Cores,1789.098,0.5897,False
2025-12-13T14:00:00,Avengers Compound,Arc Reactor Cores,1788.6,0.4977,False
2025-12-13T15:00:00,Avengers Compound,Arc Reactor Cores,1788.006,0.5945,False
2025-12-13T16:00:00,Avengers Compound,Arc Reactor Cores,1787.42,0.5854,False
2025-12-13T17:00:00,Avengers Compound,Arc Reactor Cores,1786.897,0.5231,False
2025-12-13T18:00:00,Avengers Compound,Arc Reactor Cores,1786.405,0.4926,False
2025-12-13T19:00:00,Avengers Compound,Arc Reactor Cores,1785.917,0.4873,False
2025-12-13T20:00:00,Avengers Compound,Arc Reactor Cores,1785.43,0.4877,False
2025-12-13T21:00:00,Avengers Compound,Arc Reactor Cores,1785.006,0.4241,False
2025-12-13T22:00:00,Avengers Compound,Arc Reactor Cores,1784.601,0.4049,False
2025-12-13T23:00:00,Avengers Compound,Arc Reactor Cores,1784.218,0.3826,False
2025-12-14T00:00:00,Avengers Compound,Arc Reactor Cores,1783.848,0.3697,False
2025-12-14T01:00:00,Avengers Compound,Arc Reactor Cores,1783.507,0.3412,False
2025-12-14T02:00:00,Avengers Compound,Arc Reactor Cores,1783.136,0.3707,False
2025-12-14T03:00:00,Avengers Compound,Arc Reactor Cores,1782.764,0.3724,False
2025-12-14T04:00:00,Avengers Compound,Arc Reactor Cores,1782.374,0.3902,False
2025-12-14T05:00:00,Avengers Compound,Arc Reactor Cores,1781.937,0.437,False
2025-12-14T06:00:00,Avengers Compound,Arc Reactor Cores,1781.502,0.4346,False
2025-12-14T07:00:00,Avengers Compound,Arc Reactor Cores,1780.991,0.5112,False
2025-12-14T08:00:00,Avengers Compound,Arc Reactor Cores,1780.483,0.5074,False
2025-12-14T09:00:00,Avengers Compound,Arc Reactor Cores,1779.947,0.536,False
2025-12-14T10:00:00,Avengers Compound,Arc Reactor Cores,1779.377,0.5706,False
2025-12-14T11:00:00,Avengers Compound,Arc Reactor Cores,1778.823,0.5541,False
2025-12-14T12:00:00,Avengers Compound,Arc Reactor Cores,1778.187,0.6355,False
2025-12-14T13:00:00,Avengers Compound,Arc Reactor Cores,1777.562,0.6253,False
2025-12-14T14:00:00,Avengers Compound,Arc Reactor Cores,1777.005,0.5569,False
2025-12-14T15:00:00,Avengers Compound,Arc Reactor Cores,1776.428,0.5773,False
2025-12-14T16:00:00,Avengers Compound,Arc Reactor Cores,1775.873,0.5551,False
2025-12-14T17:00:00,Avengers Compound,Arc Reactor Cores,1775.291,0.582,False
2025-12-14T18:00:00,Avengers Compound,Arc Reactor Cores,1774.782,0.5086,False
2025-12-14T19:00:00,Avengers Compound,Arc Reactor Cores,1774.281,0.501,False
2025-12-14T20:00:00,Avengers Compound,Arc Reactor Cores,1773.809,0.472,False
2025-12-14T21:00:00,Avengers Compound,Arc Reactor Cores,1773.372,0.4368,False
2025-12-14T22:00:00,Avengers Compound,Arc Reactor Cores,1772.922,0.4504,False
