timestamp,sector_id,resource_type,stock_level,usage_rate_hourly,event_detected
2023-05-01T01:00:00,Sokovia,Arc Reactor Cores,794.09,4.26,False
2023-05-01T01:00:00,Sokovia,Pym Particles,794.98,3.91,False
2023-05-01T01:00:00,Sokovia,Clean Water (L),2495.6,4.26,False
2023-05-01T01:00:00,Sokovia,Medical Kits,793.72,3.2,False
2023-05-01T01:00:00,Sanctum Sanctorum,Vibranium (kg),2496.53,3.55,False
2023-05-01T01:00:00,Sanctum Sanctorum,Arc Reactor Cores,793.79,4.26,False
2023-05-01T01:00:00,Sanctum Sanctorum,Pym Particles,796.25,3.91,False
2023-05-01T01:00:00,Sanctum Sanctorum,Clean Water (L),2492.79,4.26,False
2023-05-01T01:00:00,Sanctum Sanctorum,Medical Kits,794.42,3.2,False
2023-05-01T01:00:00,Avengers Compound,Vibranium (kg),2496.09,3.55,False
2023-05-01T01:00:00,Avengers Compound,Arc Reactor Cores,795.31,4.26,False
2023-05-01T01:00:00,Avengers Compound,Pym Particles,793.49,3.91,False
2023-05-01T01:00:00,Avengers Compound,Clean Water (L),2494.5,4.26,False
2023-05-01T01:00:00,Avengers Compound,Medical Kits,798.09,3.2,False
2023-05-01T02:00:00,New Asgard,Vibranium (kg),2492.88,3.7,False
2023-05-01T02:00:00,New Asgard,Arc Reactor Cores,789.18,4.44,False
2023-05-01T02:00:00,New Asgard,Pym Particles,792.74,4.07,False
2023-05-01T02:00:00,New Asgard,Clean Water (L),2490.36,4.44,False
2023-05-01T02:00:00,New Asgard,Medical Kits,792.31,3.33,False
2023-05-01T02:00:00,Wakanda,Vibranium (kg),2491.55,3.7,False
2023-05-01T02:00:00,Wakanda,Arc Reactor Cores,793.68,4.44,False
2023-05-01T02:00:00,Wakanda,Pym Particles,792.39,4.07,False
2023-05-01T02:00:00,Wakanda,Clean Water (L),2491.56,4.44,False
2023-05-01T02:00:00,Wakanda,Medical Kits,792.82,3.33,False
2023-05-01T02:00:00,Sokovia,Vibranium (kg),2494.35,3.7,False
2023-05-01T02:00:00,Sokovia,Arc Reactor Cores,790.5,4.44,False
2023-05-01T02:00:00,Sokovia,Pym Particles,792.01,4.07,False
2023-05-01T02:00:00,Sokovia,Clean Water (L),2492.08,4.44,False
2023-05-01T02:00:00,Sokovia,Medical Kits,792.21,3.33,False
2023-05-01T02:00:00,Sanctum Sanctorum,Vibranium (kg),2494.9,3.7,False
2023-05-01T02:00:00,Sanctum Sanctorum,Arc Reactor Cores,791.42,4.44,False
2023-05-01T02:00:00,Sanctum Sanctorum,Pym Particles,794.61,4.07,False
2023-05-01T02:00:00,Sanctum Sanctorum,Clean Water (L),2488.19,4.44,False
2023-05-01T02:00:00,Sanctum Sanctorum,Medical Kits,793.13,3.33,False
2023-05-01T02:00:00,Avengers Compound,Vibranium (kg),2493.31,3.7,False
2023-05-01T02:00:00,Avengers Compound,Arc Reactor Cores,792.51,4.44,False
2023-05-01T02:00:00,Avengers Compound,Pym Particles,791.25,4.07,False
2023-05-01T02:00:00,Avengers Compound,Clean Water (L),2492.14,4.44,False
2023-05-01T02:00:00,Avengers Compound,Medical Kits,794.61,3.33,False
2023-05-01T03:00:00,New Asgard,Vibranium (kg),2491.22,3.94,False
2023-05-01T03:00:00,New Asgard,Arc Reactor Cores,784.71,4.73,False
2023-05-01T03:00:00,New Asgard,Pym Particles,789.34,4.33,False
2023-05-01T03:00:00,New Asgard,Clean Water (L),2485.75,4.73,False
2023-05-01T03:00:00,New Asgard,Medical Kits,790.04,3.55,False
2023-05-01T03:00:00,Wakanda,Vibranium (kg),2490.52,3.94,False
2023-05-01T03:00:00,Wakanda,Arc Reactor Cores,790.28,4.73,False
2023-05-01T03:00:00,Wakanda,Pym Particles,789.16,4.33,False
2023-05-01T03:00:00,Wakanda,Clean Water (L),2487.58,4.73,False
2023-05-01T03:00:00,Wakanda,Medical Kits,791.61,3.55,False
2023-05-01T03:00:00,Sokovia,Vibranium (kg),2492.8,3.94,False
2023-05-01T03:00:00,Sokovia,Arc Reactor Cores,786.82,4.73,False
2023-05-01T03:00:00,Sokovia,Pym Particles,788.94,4.33,False
2023-05-01T03:00:00,Sokovia,Clean Water (L),2487.06,4.73,False
2023-05-01T03:00:00,Sokovia,Medical Kits,791.52,3.55,False
2023-05-01T03:00:00,Sanctum Sanctorum,Vibranium (kg),2491.82,3.94,False
2023-05-01T03:00:00,Sanctum Sanctorum,Arc Reactor Cores,786.53,4.73,False
2023-05-01T03:00:00,Sanctum Sanctorum,Pym Particles,791.82,4.33,False
2023-05-01T03:00:00,Sanctum Sanctorum,Clean Water (L),2485.95,4.73,False
2023-05-01T03:00:00,Sanctum Sanctorum,Medical Kits,792.62,3.55,False
2023-05-01T03:00:00,Avengers Compound,Vibranium (kg),2491.06,3.94,False
2023-05-01T03:00:00,Avengers Compound,Arc Reactor Cores,787.7,4.73,False
2023-05-01T03:00:00,Avengers Compound,Pym Particles,786.65,4.33,False
2023-05-01T03:00:00,Avengers Compound,Clean Water (L),2489.15,4.73,False
2023-05-01T03:00:00,Avengers Compound,Medical Kits,792.97,3.55,False
2023-05-01T04:00:00,New Asgard,Vibranium (kg),2488.19,4.25,False
2023-05-01T04:00:00,New Asgard,Arc Reactor Cores,780.78,5.1,False
2023-05-01T04:00:00,New Asgard,Pym Particles,785.9,4.68,False
2023-05-01T04:00:00,New Asgard,Clean Water (L),2482.61,5.1,False
2023-05-01T04:00:00,New Asgard,Medical Kits,788.65,3.83,False
2023-05-01T04:00:00,Wakanda,Vibranium (kg),2486.56,4.25,False
2023-05-01T04:00:00,Wakanda,Arc Reactor Cores,786.06,5.1,False
2023-05-01T04:00:00,Wakanda,Pym Particles,787.56,4.68,False
2023-05-01T04:00:00,Wakanda,Clean Water (L),2483.91,5.1,False
2023-05-01T04:00:00,Wakanda,Medical Kits,789.99,3.83,False
2023-05-01T04:00:00,Sokovia,Vibranium (kg),2489.83,4.25,False
2023-05-01T04:00:00,Sokovia,Arc Reactor Cores,784.55,5.1,False
2023-05-01T04:00:00,Sokovia,Pym Particles,786.59,4.68,False
2023-05-01T04:00:00,Sokovia,Clean Water (L),2484.36,5.1,False
2023-05-01T04:00:00,Sokovia,Medical Kits,788.88,3.83,False
2023-05-01T04:00:00,Sanctum Sanctorum,Vibranium (kg),2488.35,4.25,False
2023-05-01T04:00:00,Sanctum Sanctorum,Arc Reactor Cores,782.38,5.1,False
2023-05-01T04:00:00,Sanctum Sanctorum,Pym Particles,788.44,4.68,False
2023-05-01T04:00:00,Sanctum Sanctorum,Clean Water (L),2481.3,5.1,False
2023-05-01T04:00:00,Sanctum Sanctorum,Medical Kits,790.6,3.83,False
2023-05-01T04:00:00,Avengers Compound,Vibranium (kg),2488.59,4.25,False
2023-05-01T04:00:00,Avengers Compound,Arc Reactor Cores,784.17,5.1,False
2023-05-01T04:00:00,Avengers Compound,Pym Particles,782.97,4.68,False
2023-05-01T04:00:00,Avengers Compound,Clean Water (L),2486.0,5.1,False
2023-05-01T04:00:00,Avengers Compound,Medical Kits,789.83,3.83,False
2023-05-01T05:00:00,New Asgard,Vibranium (kg),2485.81,4.61,False
2023-05-01T05:00:00,New Asgard,Arc Reactor Cores,777.25,5.53,False
2023-05-01T05:00:00,New Asgard,Pym Particles,782.62,5.07,False
2023-05-01T05:00:00,New Asgard,Clean Water (L),2479.78,5.53,False
2023-05-01T05:00:00,New Asgard,Medical Kits,785.04,4.15,False
2023-05-01T05:00:00,Wakanda,Vibranium (kg),2482.67,4.61,False
2023-05-01T05:00:00,Wakanda,Arc Reactor Cores,781.91,5.53,False
2023-05-01T05:00:00,Wakanda,Pym Particles,784.63,5.07,False
2023-05-01T05:00:00,Wakanda,Clean Water (L),2479.28,5.53,False
2023-05-01T05:00:00,Wakanda,Medical Kits,787.85,4.15,False
2023-05-01T05:00:00,Sokovia,Vibranium (kg),2487.73,4.61,False
2023-05-01T05:00:00,Sokovia,Arc Reactor Cores,780.88,5.53,False
2023-05-01T05:00:00,Sokovia,Pym Particles,783.41,5.07,False
2023-05-01T05:00:00,Sokovia,Clean Water (L),2482.21,5.53,False
2023-05-01T05:00:00,Sokovia,Medical Kits,786.39,4.15,False
2023-05-01T05:00:00,Sanctum Sanctorum,Vibranium (kg),2486.93,4.61,False
2023-05-01T05:00:00,Sanctum Sanctorum,Arc Reactor Cores,779.81,5.53,False
2023-05-01T05:00:00,Sanctum Sanctorum,Pym Particles,785.65,5.07,False
2023-05-01T05:00:00,Sanctum Sanctorum,Clean Water (L),2477.48,5.53,False
2023-05-01T05:00:00,Sanctum Sanctorum,Medical Kits,787.45,4.15,False
2023-05-01T05:00:00,Avengers Compound,Vibranium (kg),2486.56,4.61,False
2023-05-01T05:00:00,Avengers Compound,Arc Reactor Cores,781.08,5.53,False
2023-05-01T05:00:00,Avengers Compound,Pym Particles,779.82,5.07,False
2023-05-01T05:00:00,Avengers Compound,Clean Water (L),2483.6,5.53,False
2023-05-01T05:00:00,Avengers Compound,Medical Kits,786.35,4.15,False
2023-05-01T06:00:00,New Asgard,Vibranium (kg),2480.83,5.0,False
2023-05-01T06:00:00,New Asgard,Arc Reactor Cores,774.84,6.0,False
2023-05-01T06:00:00,New Asgard,Pym Particles,777.25,5.5,False
2023-05-01T06:00:00,New Asgard,Clean Water (L),2475.58,6.0,False
2023-05-01T06:00:00,New Asgard,Medical Kits,782.18,4.5,False
2023-05-01T06:00:00,Wakanda,Vibranium (kg),2479.26,5.0,False
2023-05-01T06:00:00,Wakanda,Arc Reactor Cores,778.59,6.0,False
2023-05-01T06:00:00,Wakanda,Pym Particles,780.36,5.5,False
2023-05-01T06:00:00,Wakanda,Clean Water (L),2475.49,6.0,False
2023-05-01T06:00:00,Wakanda,Medical Kits,784.9,4.5,False
2023-05-01T06:00:00,Sokovia,Vibranium (kg),2484.76,5.0,False
2023-05-01T06:00:00,Sokovia,Arc Reactor Cores,776.37,6.0,False
2023-05-01T06:00:00,Sokovia,Pym Particles,780.24,5.5,False
2023-05-01T06:00:00,Sokovia,Clean Water (L),2476.78,6.0,False
2023-05-01T06:00:00,Sokovia,Medical Kits,782.84,4.5,False
2023-05-01T06:00:00,Sanctum Sanctorum,Vibranium (kg),2483.48,5.0,False
2023-05-01T06:00:00,Sanctum Sanctorum,Arc Reactor Cores,777.07,6.0,False
2023-05-01T06:00:00,Sanctum Sanctorum,Pym Particles,782.16,5.5,False
2023-05-01T06:00:00,Sanctum Sanctorum,Clean Water (L),2474.7,6.0,False
2023-05-01T06:00:00,Sanctum Sanctorum,Medical Kits,784.45,4.5,False
2023-05-01T06:00:00,Avengers Compound,Vibranium (kg),2483.5,5.0,False
2023-05-01T06:00:00,Avengers Compound,Arc Reactor Cores,777.36,6.0,False
2023-05-01T06:00:00,Avengers Compound,Pym Particles,776.28,5.5,False
2023-05-01T06:00:00,Avengers Compound,Clean Water (L),2480.03,6.0,False
2023-05-01T06:00:00,Avengers Compound,Medical Kits,782.81,4.5,False
2023-05-01T07:00:00,New Asgard,Vibranium (kg),2478.88,5.39,False
2023-05-01T07:00:00,New Asgard,Arc Reactor Cores,771.7,6.47,False
2023-05-01T07:00:00,New Asgard,Pym Particles,774.86,5.93,False
2023-05-01T07:00:00,New Asgard,Clean Water (L),2472.74,6.47,False
2023-05-01T07:00:00,New Asgard,Medical Kits,778.97,4.85,False
2023-05-01T07:00:00,Wakanda,Vibranium (kg),2475.19,5.39,False
2023-05-01T07:00:00,Wakanda,Arc Reactor Cores,774.08,6.47,False
2023-05-01T07:00:00,Wakanda,Pym Particles,776.98,5.93,False
2023-05-01T07:00:00,Wakanda,Clean Water (L),2472.25,6.47,False
2023-05-01T07:00:00,Wakanda,Medical Kits,781.64,4.85,False
2023-05-01T07:00:00,Sokovia,Vibranium (kg),2479.59,5.39,False
2023-05-01T07:00:00,Sokovia,Arc Reactor Cores,771.48,6.47,False
2023-05-01T07:00:00,Sokovia,Pym Particles,775.6,5.93,False
2023-05-01T07:00:00,Sokovia,Clean Water (L),2472.43,6.47,False
2023-05-01T07:00:00,Sokovia,Medical Kits,779.75,4.85,False
2023-05-01T07:00:00,Sanctum Sanctorum,Vibranium (kg),2479.32,5.39,False
2023-05-01T07:00:00,Sanctum Sanctorum,Arc Reactor Cores,772.11,6.47,False
2023-05-01T07:00:00,Sanctum Sanctorum,Pym Particles,779.35,5.93,False
2023-05-01T07:00:00,Sanctum Sanctorum,Clean Water (L),2470.32,6.47,False
2023-05-01T07:00:00,Sanctum Sanctorum,Medical Kits,780.45,4.85,False
2023-05-01T07:00:00,Avengers Compound,Vibranium (kg),2478.67,5.39,False
2023-05-01T07:00:00,Avengers Compound,Arc Reactor Cores,771.63,6.47,False
2023-05-01T07:00:00,Avengers Compound,Pym Particles,773.94,5.93,False
2023-05-01T07:00:00,Avengers Compound,Clean Water (L),2475.4,6.47,False
2023-05-01T07:00:00,Avengers Compound,Medical Kits,779.83,4.85,False
2023-05-01T08:00:00,New Asgard,Vibranium (kg),2475.86,5.75,False
2023-05-01T08:00:00,New Asgard,Arc Reactor Cores,765.25,6.9,False
2023-05-01T08:00:00,New Asgard,Pym Particles,771.67,6.32,False
2023-05-01T08:00:00,New Asgard,Clean Water (L),2469.04,6.9,False
2023-05-01T08:00:00,New Asgard,Medical Kits,776.53,5.17,False
2023-05-01T08:00:00,Wakanda,Vibranium (kg),2472.92,5.75,False
2023-05-01T08:00:00,Wakanda,Arc Reactor Cores,768.67,6.9,False
2023-05-01T08:00:00,Wakanda,Pym Particles,772.49,6.32,False
2023-05-01T08:00:00,Wakanda,Clean Water (L),2468.76,6.9,False
2023-05-01T08:00:00,Wakanda,Medical Kits,777.91,5.17,False
2023-05-01T08:00:00,Sokovia,Vibranium (kg),2474.39,5.75,False
2023-05-01T08:00:00,Sokovia,Arc Reactor Cores,768.22,6.9,False
2023-05-01T08:00:00,Sokovia,Pym Particles,773.0,6.32,False
2023-05-01T08:00:00,Sokovia,Clean Water (L),2468.26,6.9,False
2023-05-01T08:00:00,Sokovia,Medical Kits,777.47,5.17,False
2023-05-01T08:00:00,Sanctum Sanctorum,Vibranium (kg),2475.38,5.75,False
2023-05-01T08:00:00,Sanctum Sanctorum,Arc Reactor Cores,766.84,6.9,False
2023-05-01T08:00:00,Sanctum Sanctorum,Pym Particles,775.09,6.32,False
2023-05-01T08:00:00,Sanctum Sanctorum,Clean Water (L),2466.59,6.9,False
2023-05-01T08:00:00,Sanctum Sanctorum,Medical Kits,777.45,5.17,False
2023-05-01T08:00:00,Avengers Compound,Vibranium (kg),2474.3,5.75,False
2023-05-01T08:00:00,Avengers Compound,Arc Reactor Cores,767.52,6.9,False
2023-05-01T08:00:00,Avengers Compound,Pym Particles,770.78,6.32,False
2023-05-01T08:00:00,Avengers Compound,Clean Water (L),2470.29,6.9,False
2023-05-01T08:00:00,Avengers Compound,Medical Kits,775.58,5.17,False
2023-05-01T09:00:00,New Asgard,Vibranium (kg),2472.68,6.06,False
2023-05-01T09:00:00,New Asgard,Arc Reactor Cores,761.03,7.27,False
2023-05-01T09:00:00,New Asgard,Pym Particles,767.47,6.67,False
2023-05-01T09:00:00,New Asgard,Clean Water (L),2465.1,7.27,False
2023-05-01T09:00:00,New Asgard,Medical Kits,772.13,5.45,False
2023-05-01T09:00:00,Wakanda,Vibranium (kg),2469.36,6.06,False
2023-05-01T09:00:00,Wakanda,Arc Reactor Cores,763.02,7.27,False
2023-05-01T09:00:00,Wakanda,Pym Particles,768.8,6.67,False
2023-05-01T09:00:00,Wakanda,Clean Water (L),2465.43,7.27,False
2023-05-01T09:00:00,Wakanda,Medical Kits,774.79,5.45,False
2023-05-01T09:00:00,Sokovia,Vibranium (kg),2471.28,6.06,False
2023-05-01T09:00:00,Sokovia,Arc Reactor Cores,764.93,7.27,False
2023-05-01T09:00:00,Sokovia,Pym Particles,768.06,6.67,False
2023-05-01T09:00:00,Sokovia,Clean Water (L),2462.74,7.27,False
2023-05-01T09:00:00,Sokovia,Medical Kits,776.03,5.45,False
2023-05-01T09:00:00,Sanctum Sanctorum,Vibranium (kg),2472.68,6.06,False
2023-05-01T09:00:00,Sanctum Sanctorum,Arc Reactor Cores,762.06,7.27,False
2023-05-01T09:00:00,Sanctum Sanctorum,Pym Particles,769.39,6.67,False
2023-05-01T09:00:00,Sanctum Sanctorum,Clean Water (L),2460.84,7.27,False
2023-05-01T09:00:00,Sanctum Sanctorum,Medical Kits,774.64,5.45,False
2023-05-01T09:00:00,Avengers Compound,Vibranium (kg),2470.7,6.06,False
2023-05-01T09:00:00,Avengers Compound,Arc Reactor Cores,764.06,7.27,False
2023-05-01T09:00:00,Avengers Compound,Pym Particles,766.68,6.67,False
2023-05-01T09:00:00,Avengers Compound,Clean Water (L),2465.89,7.27,False
2023-05-01T09:00:00,Avengers Compound,Medical Kits,772.57,5.45,False
2023-05-01T10:00:00,New Asgard,Vibranium (kg),2469.21,6.3,False
2023-05-01T10:00:00,New Asgard,Arc Reactor Cores,756.31,7.56,False
2023-05-01T10:00:00,New Asgard,Pym Particles,764.45,6.93,False
2023-05-01T10:00:00,New Asgard,Clean Water (L),2461.3,7.56,False
2023-05-01T10:00:00,New Asgard,Medical Kits,768.38,5.67,False
2023-05-01T10:00:00,Wakanda,Vibranium (kg),2464.33,6.3,False
2023-05-01T10:00:00,Wakanda,Arc Reactor Cores,758.9,7.56,False
2023-05-01T10:00:00,Wakanda,Pym Particles,764.19,6.93,False
2023-05-01T10:00:00,Wakanda,Clean Water (L),2460.05,7.56,False
2023-05-01T10:00:00,Wakanda,Medical Kits,772.19,5.67,False
2023-05-01T10:00:00,Sokovia,Vibranium (kg),2467.06,6.3,False
2023-05-01T10:00:00,Sokovia,Arc Reactor Cores,760.68,7.56,False
2023-05-01T10:00:00,Sokovia,Pym Particles,765.0,6.93,False
2023-05-01T10:00:00,Sokovia,Clean Water (L),2457.88,7.56,False
2023-05-01T10:00:00,Sokovia,Medical Kits,772.32,5.67,False
2023-05-01T10:00:00,Sanctum Sanctorum,Vibranium (kg),2468.65,6.3,False
2023-05-01T10:00:00,Sanctum Sanctorum,Arc Reactor Cores,757.42,7.56,False
2023-05-01T10:00:00,Sanctum Sanctorum,Pym Particles,765.63,6.93,False
2023-05-01T10:00:00,Sanctum Sanctorum,Clean Water (L),2454.65,7.56,False
2023-05-01T10:00:00,Sanctum Sanctorum,Medical Kits,770.15,5.67,False
2023-05-01T10:00:00,Avengers Compound,Vibranium (kg),2468.08,6.3,False
2023-05-01T10:00:00,Avengers Compound,Arc Reactor Cores,758.16,7.56,False
2023-05-01T10:00:00,Avengers Compound,Pym Particles,763.1,6.93,False
2023-05-01T10:00:00,Avengers Compound,Clean Water (L),2461.08,7.56,False
2023-05-01T10:00:00,Avengers Compound,Medical Kits,769.02,5.67,False
2023-05-01T11:00:00,New Asgard,Vibranium (kg),2465.07,6.45,False
2023-05-01T11:00:00,New Asgard,Arc Reactor Cores,752.44,7.74,False
2023-05-01T11:00:00,New Asgard,Pym Particles,759.96,7.09,False
2023-05-01T11:00:00,New Asgard,Clean Water (L),2456.27,7.74,False
2023-05-01T11:00:00,New Asgard,Medical Kits,764.62,5.8,False
2023-05-01T11:00:00,Wakanda,Vibranium (kg),2461.2,6.45,False
2023-05-01T11:00:00,Wakanda,Arc Reactor Cores,754.6,7.74,False
2023-05-01T11:00:00,Wakanda,Pym Particles,759.56,7.09,False
2023-05-01T11:00:00,Wakanda,Clean Water (L),2455.48,7.74,False
2023-05-01T11:00:00,Wakanda,Medical Kits,768.39,5.8,False
2023-05-01T11:00:00,Sokovia,Vibranium (kg),2463.29,6.45,False
2023-05-01T11:00:00,Sokovia,Arc Reactor Cores,755.81,7.74,False
2023-05-01T11:00:00,Sokovia,Pym Particles,760.56,7.09,False
2023-05-01T11:00:00,Sokovia,Clean Water (L),2452.96,7.74,False
2023-05-01T11:00:00,Sokovia,Medical Kits,767.42,5.8,False
2023-05-01T11:00:00,Sanctum Sanctorum,Vibranium (kg),2464.78,6.45,False
2023-05-01T11:00:00,Sanctum Sanctorum,Arc Reactor Cores,753.2,7.74,False
2023-05-01T11:00:00,Sanctum Sanctorum,Pym Particles,760.56,7.09,False
2023-05-01T11:00:00,Sanctum Sanctorum,Clean Water (L),2451.02,7.74,False
2023-05-01T11:00:00,Sanctum Sanctorum,Medical Kits,768.11,5.8,False
2023-05-01T11:00:00,Avengers Compound,Vibranium (kg),2463.54,6.45,False
2023-05-01T11:00:00,Avengers Compound,Arc Reactor Cores,752.21,7.74,False
2023-05-01T11:00:00,Avengers Compound,Pym Particles,758.85,7.09,False
2023-05-01T11:00:00,Avengers Compound,Clean Water (L),2455.02,7.74,False
2023-05-01T11:00:00,Avengers Compound,Medical Kits,764.93,5.8,False
2023-05-01T12:00:00,New Asgard,Vibranium (kg),2460.55,6.5,False
2023-05-01T12:00:00,New Asgard,Arc Reactor Cores,748.24,7.8,False
2023-05-01T12:00:00,New Asgard,Pym Particles,756.06,7.15,False
2023-05-01T12:00:00,New Asgard,Clean Water (L),2452.18,7.8,False
2023-05-01T12:00:00,New Asgard,Medical Kits,762.16,5.85,False
2023-05-01T12:00:00,Wakanda,Vibranium (kg),2458.72,6.5,False
2023-05-01T12:00:00,Wakanda,Arc Reactor Cores,750.83,7.8,False
2023-05-01T12:00:00,Wakanda,Pym Particles,754.04,7.15,False
2023-05-01T12:00:00,Wakanda,Clean Water (L),2451.26,7.8,False
2023-05-01T12:00:00,Wakanda,Medical Kits,765.51,5.85,False
2023-05-01T12:00:00,Sokovia,Vibranium (kg),2458.9,6.5,False
2023-05-01T12:00:00,Sokovia,Arc Reactor Cores,751.8,7.8,False
2023-05-01T12:00:00,Sokovia,Pym Particles,757.88,7.15,False
2023-05-01T12:00:00,Sokovia,Clean Water (L),2449.82,7.8,False
2023-05-01T12:00:00,Sokovia,Medical Kits,763.69,5.85,False
2023-05-01T12:00:00,Sanctum Sanctorum,Vibranium (kg),2461.1,6.5,False
2023-05-01T12:00:00,Sanctum Sanctorum,Arc Reactor Cores,747.48,7.8,False
2023-05-01T12:00:00,Sanctum Sanctorum,Pym Particles,754.93,7.15,False
2023-05-01T12:00:00,Sanctum Sanctorum,Clean Water (L),2445.49,7.8,False
2023-05-01T12:00:00,Sanctum Sanctorum,Medical Kits,764.34,5.85,False
2023-05-01T12:00:00,Avengers Compound,Vibranium (kg),2459.38,6.5,False
2023-05-01T12:00:00,Avengers Compound,Arc Reactor Cores,748.31,7.8,False
2023-05-01T12:00:00,Avengers Compound,Pym Particles,754.68,7.15,False
2023-05-01T12:00:00,Avengers Compound,Clean Water (L),2450.61,7.8,False
2023-05-01T12:00:00,Avengers Compound,Medical Kits,761.62,5.85,False
2023-05-01T13:00:00,New Asgard,Vibranium (kg),2458.22,6.45,False
2023-05-01T13:00:00,New Asgard,Arc Reactor Cores,744.94,7.74,False
2023-05-01T13:00:00,New Asgard,Pym Particles,752.28,7.09,False
2023-05-01T13:00:00,New Asgard,Clean Water (L),2447.81,7.74,False
2023-05-01T13:00:00,New Asgard,Medical Kits,758.73,5.8,False
2023-05-01T13:00:00,Wakanda,Vibranium (kg),2455.22,6.45,False
2023-05-01T13:00:00,Wakanda,Arc Reactor Cores,747.26,7.74,False
2023-05-01T13:00:00,Wakanda,Pym Particles,750.25,7.09,False
2023-05-01T13:00:00,Wakanda,Clean Water (L),2446.55,7.74,False
2023-05-01T13:00:00,Wakanda,Medical Kits,763.02,5.8,False
2023-05-01T13:00:00,Sokovia,Vibranium (kg),2455.33,6.45,False
2023-05-01T13:00:00,Sokovia,Arc Reactor Cores,747.44,7.74,False
2023-05-01T13:00:00,Sokovia,Pym Particles,754.65,7.09,False
2023-05-01T13:00:00,Sokovia,Clean Water (L),2446.69,7.74,False
2023-05-01T13:00:00,Sokovia,Medical Kits,759.6,5.8,False
2023-05-01T13:00:00,Sanctum Sanctorum,Vibranium (kg),2456.14,6.45,False
2023-05-01T13:00:00,Sanctum Sanctorum,Arc Reactor Cores,743.67,7.74,False
2023-05-01T13:00:00,Sanctum Sanctorum,Pym Particles,750.8,7.09,False
2023-05-01T13:00:00,Sanctum Sanctorum,Clean Water (L),2443.26,7.74,False
2023-05-01T13:00:00,Sanctum Sanctorum,Medical Kits,760.6,5.8,False
2023-05-01T13:00:00,Avengers Compound,Vibranium (kg),2454.76,6.45,False
2023-05-01T13:00:00,Avengers Compound,Arc Reactor Cores,744.62,7.74,False
2023-05-01T13:00:00,Avengers Compound,Pym Particles,751.89,7.09,False
2023-05-01T13:00:00,Avengers Compound,Clean Water (L),2446.33,7.74,False
2023-05-01T13:00:00,Avengers Compound,Medical Kits,759.19,5.8,False
2023-05-01T14:00:00,New Asgard,Vibranium (kg),2455.42,6.3,False
2023-05-01T14:00:00,New Asgard,Arc Reactor Cores,740.68,7.56,False
2023-05-01T14:00:00,New Asgard,Pym Particles,748.37,6.93,False
