timestamp,location,resource_type,inventory_level,consumption_rate,supply_rate,days_remaining,threat_level
2024-12-14 16:00:00,Sanctum Sanctorum,Arc Reactor Cores,500.49,1.4,1.89,999.9,LOW
2024-12-14 16:00:00,Sanctum Sanctorum,Pym Particles,250.32,0.97,1.29,999.9,LOW
2024-12-14 16:00:00,Sanctum Sanctorum,Clean Water (L),10003.37,52.33,55.7,999.9,LOW
2024-12-14 16:00:00,Sanctum Sanctorum,Medical Kits,401.27,2.79,4.06,999.9,LOW
2024-12-14 16:00:00,Sanctum Sanctorum,Vibranium (kg),200.12,0.45,0.57,999.9,LOW
2024-12-14 16:05:00,Avengers Compound,Arc Reactor Cores,500.92,1.48,1.96,999.9,LOW
2024-12-14 16:05:00,Avengers Compound,Pym Particles,250.49,0.95,1.26,999.9,LOW
2024-12-14 16:05:00,Avengers Compound,Clean Water (L),10026.41,45.63,54.72,999.9,LOW
2024-12-14 16:05:00,Avengers Compound,Medical Kits,402.21,2.79,3.67,999.9,LOW
2024-12-14 16:05:00,Avengers Compound,Vibranium (kg),200.14,0.54,0.64,999.9,LOW
2024-12-14 16:05:00,Sokovia,Arc Reactor Cores,501.14,1.59,2.15,999.9,LOW
2024-12-14 16:05:00,Sokovia,Pym Particles,250.43,0.98,1.13,999.9,LOW
2024-12-14 16:05:00,Sokovia,Clean Water (L),10019.87,48.31,56.97,999.9,LOW
2024-12-14 16:05:00,Sokovia,Medical Kits,402.32,2.73,4.3,999.9,LOW
2024-12-14 16:05:00,Sokovia,Vibranium (kg),200.24,0.51,0.63,999.9,LOW
2024-12-14 16:05:00,Wakanda,Arc Reactor Cores,500.61,1.48,1.82,999.9,LOW
2024-12-14 16:05:00,Wakanda,Pym Particles,250.25,1.04,1.09,999.9,LOW
2024-12-14 16:05:00,Wakanda,Clean Water (L),10029.45,45.69,60.51,999.9,LOW
2024-12-14 16:05:00,Wakanda,Medical Kits,402.78,2.73,4.22,999.9,LOW
2024-12-14 16:05:00,Wakanda,Vibranium (kg),200.27,0.46,0.6,999.9,LOW
2024-12-14 16:05:00,New Asgard,Arc Reactor Cores,500.87,1.47,2.09,999.9,LOW
2024-12-14 16:05:00,New Asgard,Pym Particles,250.45,0.95,1.19,999.9,LOW
2024-12-14 16:05:00,New Asgard,Clean Water (L),10029.96,47.51,63.53,999.9,LOW
2024-12-14 16:05:00,New Asgard,Medical Kits,401.74,3.09,3.9,999.9,LOW
2024-12-14 16:05:00,New Asgard,Vibranium (kg),200.27,0.49,0.66,999.9,LOW
2024-12-14 16:05:00,Sanctum Sanctorum,Arc Reactor Cores,501.0,1.58,2.09,999.9,LOW
2024-12-14 16:05:00,Sanctum Sanctorum,Pym Particles,250.53,0.91,1.12,999.9,LOW
2024-12-14 16:05:00,Sanctum Sanctorum,Clean Water (L),10003.75,54.0,54.38,999.9,LOW
2024-12-14 16:05:00,Sanctum Sanctorum,Medical Kits,402.44,3.19,4.36,999.9,LOW
2024-12-14 16:05:00,Sanctum Sanctorum,Vibranium (kg),200.3,0.46,0.64,999.9,LOW
2024-12-14 16:10:00,Avengers Compound,Arc Reactor Cores,501.31,1.56,1.94,999.9,LOW
2024-12-14 16:10:00,Avengers Compound,Pym Particles,250.72,1.08,1.3,999.9,LOW
2024-12-14 16:10:00,Avengers Compound,Clean Water (L),10045.6,46.26,65.45,999.9,LOW
2024-12-14 16:10:00,Avengers Compound,Medical Kits,402.83,3.16,3.78,999.9,LOW
2024-12-14 16:10:00,Avengers Compound,Vibranium (kg),200.22,0.55,0.62,999.9,LOW
2024-12-14 16:10:00,Sokovia,Arc Reactor Cores,501.72,1.5,2.09,999.9,LOW
2024-12-14 16:10:00,Sokovia,Pym Particles,250.69,1.03,1.29,999.9,LOW
2024-12-14 16:10:00,Sokovia,Clean Water (L),10034.39,47.24,61.76,999.9,LOW
2024-12-14 16:10:00,Sokovia,Medical Kits,402.94,3.18,3.8,999.9,LOW
2024-12-14 16:10:00,Sokovia,Vibranium (kg),200.43,0.47,0.66,999.9,LOW
2024-12-14 16:10:00,Wakanda,Arc Reactor Cores,501.29,1.48,2.15,999.9,LOW
2024-12-14 16:10:00,Wakanda,Pym Particles,250.43,0.99,1.17,999.9,LOW
2024-12-14 16:10:00,Wakanda,Clean Water (L),10038.43,49.8,58.77,999.9,LOW
2024-12-14 16:10:00,Wakanda,Medical Kits,403.35,3.24,3.8,999.9,LOW
2024-12-14 16:10:00,Wakanda,Vibranium (kg),200.41,0.51,0.64,999.9,LOW
2024-12-14 16:10:00,New Asgard,Arc Reactor Cores,501.12,1.64,1.88,999.9,LOW
2024-12-14 16:10:00,New Asgard,Pym Particles,250.56,1.04,1.15,999.9,LOW
2024-12-14 16:10:00,New Asgard,Clean Water (L),10040.31,46.38,56.73,999.9,LOW
2024-12-14 16:10:00,New Asgard,Medical Kits,402.29,3.07,3.61,999.9,LOW
2024-12-14 16:10:00,New Asgard,Vibranium (kg),200.35,0.46,0.54,999.9,LOW
2024-12-14 16:10:00,Sanctum Sanctorum,Arc Reactor Cores,501.61,1.58,2.2,999.9,LOW
2024-12-14 16:10:00,Sanctum Sanctorum,Pym Particles,250.8,1.01,1.27,999.9,LOW
2024-12-14 16:10:00,Sanctum Sanctorum,Clean Water (L),10008.33,52.96,57.54,999.9,LOW
2024-12-14 16:10:00,Sanctum Sanctorum,Medical Kits,403.45,3.17,4.19,999.9,LOW
2024-12-14 16:10:00,Sanctum Sanctorum,Vibranium (kg),200.4,0.5,0.6,999.9,LOW
2024-12-14 16:15:00,Avengers Compound,Arc Reactor Cores,501.86,1.59,2.14,999.9,LOW
2024-12-14 16:15:00,Avengers Compound,Pym Particles,251.01,0.93,1.22,999.9,LOW
2024-12-14 16:15:00,Avengers Compound,Clean Water (L),10056.7,50.62,61.72,999.9,LOW
2024-12-14 16:15:00,Avengers Compound,Medical Kits,403.63,3.25,4.05,999.9,LOW
2024-12-14 16:15:00,Avengers Compound,Vibranium (kg),200.24,0.53,0.55,999.9,LOW
2024-12-14 16:15:00,Sokovia,Arc Reactor Cores,502.44,1.44,2.16,999.9,LOW
2024-12-14 16:15:00,Sokovia,Pym Particles,250.94,0.94,1.19,999.9,LOW
2024-12-14 16:15:00,Sokovia,Clean Water (L),10044.38,50.36,60.34,999.9,LOW
2024-12-14 16:15:00,Sokovia,Medical Kits,403.94,2.73,3.73,999.9,LOW
2024-12-14 16:15:00,Sokovia,Vibranium (kg),200.56,0.47,0.59,999.9,LOW
2024-12-14 16:15:00,Wakanda,Arc Reactor Cores,501.87,1.49,2.07,999.9,LOW
2024-12-14 16:15:00,Wakanda,Pym Particles,250.64,1.07,1.28,999.9,LOW
2024-12-14 16:15:00,Wakanda,Clean Water (L),10054.71,45.03,61.31,999.9,LOW
2024-12-14 16:15:00,Wakanda,Medical Kits,404.94,2.71,4.3,999.9,LOW
2024-12-14 16:15:00,Wakanda,Vibranium (kg),200.47,0.53,0.59,999.9,LOW
2024-12-14 16:15:00,New Asgard,Arc Reactor Cores,501.58,1.41,1.87,999.9,LOW
2024-12-14 16:15:00,New Asgard,Pym Particles,250.6,1.05,1.09,999.9,LOW
2024-12-14 16:15:00,New Asgard,Clean Water (L),10055.65,47.3,62.63,999.9,LOW
2024-12-14 16:15:00,New Asgard,Medical Kits,403.39,2.81,3.91,999.9,LOW
2024-12-14 16:15:00,New Asgard,Vibranium (kg),200.51,0.46,0.62,999.9,LOW
2024-12-14 16:15:00,Sanctum Sanctorum,Arc Reactor Cores,502.04,1.61,2.04,999.9,LOW
2024-12-14 16:15:00,Sanctum Sanctorum,Pym Particles,250.93,1.05,1.18,999.9,LOW
2024-12-14 16:15:00,Sanctum Sanctorum,Clean Water (L),10013.86,49.95,55.48,999.9,LOW
2024-12-14 16:15:00,Sanctum Sanctorum,Medical Kits,404.44,3.27,4.25,999.9,LOW
2024-12-14 16:15:00,Sanctum Sanctorum,Vibranium (kg),200.46,0.49,0.55,999.9,LOW
2024-12-14 16:20:00,Avengers Compound,Arc Reactor Cores,502.39,1.56,2.1,999.9,LOW
2024-12-14 16:20:00,Avengers Compound,Pym Particles,251.3,0.95,1.23,999.9,LOW
2024-12-14 16:20:00,Avengers Compound,Clean Water (L),10065.04,48.47,56.81,999.9,LOW
2024-12-14 16:20:00,Avengers Compound,Medical Kits,404.82,3.18,4.37,999.9,LOW
2024-12-14 16:20:00,Avengers Compound,Vibranium (kg),200.29,0.53,0.57,999.9,LOW
2024-12-14 16:20:00,Sokovia,Arc Reactor Cores,503.21,1.4,2.18,999.9,LOW
2024-12-14 16:20:00,Sokovia,Pym Particles,251.22,1.04,1.31,999.9,LOW
2024-12-14 16:20:00,Sokovia,Clean Water (L),10047.62,54.38,57.63,999.9,LOW
2024-12-14 16:20:00,Sokovia,Medical Kits,404.76,3.1,3.92,999.9,LOW
2024-12-14 16:20:00,Sokovia,Vibranium (kg),200.66,0.49,0.59,999.9,LOW
2024-12-14 16:20:00,Wakanda,Arc Reactor Cores,502.48,1.53,2.14,999.9,LOW
2024-12-14 16:20:00,Wakanda,Pym Particles,250.75,1.06,1.17,999.9,LOW
2024-12-14 16:20:00,Wakanda,Clean Water (L),10071.95,45.38,62.63,999.9,LOW
2024-12-14 16:20:00,Wakanda,Medical Kits,406.49,2.8,4.36,999.9,LOW
2024-12-14 16:20:00,Wakanda,Vibranium (kg),200.56,0.46,0.55,999.9,LOW
2024-12-14 16:20:00,New Asgard,Arc Reactor Cores,501.8,1.59,1.81,999.9,LOW
2024-12-14 16:20:00,New Asgard,Pym Particles,250.86,0.92,1.18,999.9,LOW
2024-12-14 16:20:00,New Asgard,Clean Water (L),10066.32,53.01,63.68,999.9,LOW
2024-12-14 16:20:00,New Asgard,Medical Kits,404.08,3.26,3.96,999.9,LOW
2024-12-14 16:20:00,New Asgard,Vibranium (kg),200.62,0.54,0.65,999.9,LOW
2024-12-14 16:20:00,Sanctum Sanctorum,Arc Reactor Cores,502.49,1.38,1.83,999.9,LOW
2024-12-14 16:20:00,Sanctum Sanctorum,Pym Particles,251.07,1.03,1.17,999.9,LOW
2024-12-14 16:20:00,Sanctum Sanctorum,Clean Water (L),10020.48,49.93,56.55,999.9,LOW
2024-12-14 16:20:00,Sanctum Sanctorum,Medical Kits,405.45,3.3,4.31,999.9,LOW
2024-12-14 16:20:00,Sanctum Sanctorum,Vibranium (kg),200.64,0.46,0.64,999.9,LOW
2024-12-14 16:25:00,Avengers Compound,Arc Reactor Cores,502.73,1.47,1.81,999.9,LOW
2024-12-14 16:25:00,Avengers Compound,Pym Particles,251.47,0.93,1.11,999.9,LOW
2024-12-14 16:25:00,Avengers Compound,Clean Water (L),10077.03,48.35,60.35,999.9,LOW
2024-12-14 16:25:00,Avengers Compound,Medical Kits,405.99,2.83,4.0,999.9,LOW
2024-12-14 16:25:00,Avengers Compound,Vibranium (kg),200.46,0.49,0.66,999.9,LOW
2024-12-14 16:25:00,Sokovia,Arc Reactor Cores,503.51,1.54,1.84,999.9,LOW
2024-12-14 16:25:00,Sokovia,Pym Particles,251.51,0.91,1.21,999.9,LOW
2024-12-14 16:25:00,Sokovia,Clean Water (L),10054.56,49.35,56.29,999.9,LOW
2024-12-14 16:25:00,Sokovia,Medical Kits,406.33,2.75,4.32,999.9,LOW
2024-12-14 16:25:00,Sokovia,Vibranium (kg),200.71,0.49,0.54,999.9,LOW
2024-12-14 16:25:00,Wakanda,Arc Reactor Cores,503.12,1.45,2.1,999.9,LOW
2024-12-14 16:25:00,Wakanda,Pym Particles,250.98,1.02,1.25,999.9,LOW
2024-12-14 16:25:00,Wakanda,Clean Water (L),10084.63,51.34,64.02,999.9,LOW
2024-12-14 16:25:00,Wakanda,Medical Kits,407.84,2.91,4.25,999.9,LOW
2024-12-14 16:25:00,Wakanda,Vibranium (kg),200.68,0.45,0.57,999.9,LOW
2024-12-14 16:25:00,New Asgard,Arc Reactor Cores,502.08,1.53,1.81,999.9,LOW
2024-12-14 16:25:00,New Asgard,Pym Particles,251.0,1.0,1.14,999.9,LOW
2024-12-14 16:25:00,New Asgard,Clean Water (L),10077.57,53.99,65.24,999.9,LOW
2024-12-14 16:25:00,New Asgard,Medical Kits,404.77,3.16,3.85,999.9,LOW
2024-12-14 16:25:00,New Asgard,Vibranium (kg),200.63,0.54,0.55,999.9,LOW
2024-12-14 16:25:00,Sanctum Sanctorum,Arc Reactor Cores,503.18,1.4,2.08,999.9,LOW
2024-12-14 16:25:00,Sanctum Sanctorum,Pym Particles,251.17,1.05,1.15,999.9,LOW
2024-12-14 16:25:00,Sanctum Sanctorum,Clean Water (L),10023.63,52.84,55.98,999.9,LOW
2024-12-14 16:25:00,Sanctum Sanctorum,Medical Kits,406.03,3.07,3.64,999.9,LOW
2024-12-14 16:25:00,Sanctum Sanctorum,Vibranium (kg),200.78,0.52,0.65,999.9,LOW
2024-12-14 16:30:00,Avengers Compound,Arc Reactor Cores,503.3,1.6,2.17,999.9,LOW
2024-12-14 16:30:00,Avengers Compound,Pym Particles,251.75,0.97,1.25,999.9,LOW
2024-12-14 16:30:00,Avengers Compound,Clean Water (L),10083.51,51.35,57.83,999.9,LOW
2024-12-14 16:30:00,Avengers Compound,Medical Kits,406.73,3.07,3.82,999.9,LOW
2024-12-14 16:30:00,Avengers Compound,Vibranium (kg),200.57,0.45,0.57,999.9,LOW
2024-12-14 16:30:00,Sokovia,Arc Reactor Cores,504.13,1.38,2.0,999.9,LOW
2024-12-14 16:30:00,Sokovia,Pym Particles,251.68,1.02,1.19,999.9,LOW
2024-12-14 16:30:00,Sokovia,Clean Water (L),10075.07,45.12,65.63,999.9,LOW
2024-12-14 16:30:00,Sokovia,Medical Kits,407.29,2.96,3.92,999.9,LOW
2024-12-14 16:30:00,Sokovia,Vibranium (kg),200.8,0.52,0.61,999.9,LOW
2024-12-14 16:30:00,Wakanda,Arc Reactor Cores,503.7,1.48,2.06,999.9,LOW
2024-12-14 16:30:00,Wakanda,Pym Particles,251.23,1.06,1.31,999.9,LOW
2024-12-14 16:30:00,Wakanda,Clean Water (L),10096.06,48.61,60.03,999.9,LOW
2024-12-14 16:30:00,Wakanda,Medical Kits,409.03,3.17,4.36,999.9,LOW
2024-12-14 16:30:00,Wakanda,Vibranium (kg),200.73,0.52,0.58,999.9,LOW
2024-12-14 16:30:00,New Asgard,Arc Reactor Cores,502.42,1.63,1.97,999.9,LOW
2024-12-14 16:30:00,New Asgard,Pym Particles,251.3,0.91,1.21,999.9,LOW
2024-12-14 16:30:00,New Asgard,Clean Water (L),10095.59,47.72,65.74,999.9,LOW
2024-12-14 16:30:00,New Asgard,Medical Kits,405.7,2.97,3.9,999.9,LOW
2024-12-14 16:30:00,New Asgard,Vibranium (kg),200.65,0.53,0.54,999.9,LOW
2024-12-14 16:30:00,Sanctum Sanctorum,Arc Reactor Cores,503.59,1.47,1.88,999.9,LOW
2024-12-14 16:30:00,Sanctum Sanctorum,Pym Particles,251.3,0.98,1.11,999.9,LOW
2024-12-14 16:30:00,Sanctum Sanctorum,Clean Water (L),10033.45,50.19,60.01,999.9,LOW
2024-12-14 16:30:00,Sanctum Sanctorum,Medical Kits,406.65,3.16,3.78,999.9,LOW
2024-12-14 16:30:00,Sanctum Sanctorum,Vibranium (kg),200.8,0.52,0.54,999.9,LOW
2024-12-14 16:35:00,Avengers Compound,Arc Reactor Cores,503.85,1.58,2.13,999.9,LOW
2024-12-14 16:35:00,Avengers Compound,Pym Particles,251.87,1.0,1.13,999.9,LOW
2024-12-14 16:35:00,Avengers Compound,Clean Water (L),10083.34,54.37,54.19,198.18,LOW
2024-12-14 16:35:00,Avengers Compound,Medical Kits,407.19,3.17,3.63,999.9,LOW
2024-12-14 16:35:00,Avengers Compound,Vibranium (kg),200.72,0.46,0.61,999.9,LOW
2024-12-14 16:35:00,Sokovia,Arc Reactor Cores,504.54,1.63,2.03,999.9,LOW
2024-12-14 16:35:00,Sokovia,Pym Particles,251.92,0.95,1.18,999.9,LOW
2024-12-14 16:35:00,Sokovia,Clean Water (L),10092.29,47.26,64.48,999.9,LOW
2024-12-14 16:35:00,Sokovia,Medical Kits,407.77,3.12,3.61,999.9,LOW
2024-12-14 16:35:00,Sokovia,Vibranium (kg),200.87,0.51,0.58,999.9,LOW
2024-12-14 16:35:00,Wakanda,Arc Reactor Cores,504.28,1.55,2.12,999.9,LOW
2024-12-14 16:35:00,Wakanda,Pym Particles,251.45,1.0,1.22,999.9,LOW
2024-12-14 16:35:00,Wakanda,Clean Water (L),10107.12,45.34,56.4,999.9,LOW
2024-12-14 16:35:00,Wakanda,Medical Kits,410.12,2.94,4.04,999.9,LOW
2024-12-14 16:35:00,Wakanda,Vibranium (kg),200.88,0.51,0.66,999.9,LOW
2024-12-14 16:35:00,New Asgard,Arc Reactor Cores,503.0,1.55,2.14,999.9,LOW
2024-12-14 16:35:00,New Asgard,Pym Particles,251.39,1.04,1.14,999.9,LOW
2024-12-14 16:35:00,New Asgard,Clean Water (L),10109.09,50.26,63.76,999.9,LOW
2024-12-14 16:35:00,New Asgard,Medical Kits,406.57,2.79,3.65,999.9,LOW
2024-12-14 16:35:00,New Asgard,Vibranium (kg),200.69,0.51,0.55,999.9,LOW
2024-12-14 16:35:00,Sanctum Sanctorum,Arc Reactor Cores,504.26,1.46,2.13,999.9,LOW
2024-12-14 16:35:00,Sanctum Sanctorum,Pym Particles,251.69,0.92,1.32,999.9,LOW
2024-12-14 16:35:00,Sanctum Sanctorum,Clean Water (L),10050.19,48.84,65.59,999.9,LOW
2024-12-14 16:35:00,Sanctum Sanctorum,Medical Kits,407.61,3.14,4.1,999.9,LOW
2024-12-14 16:35:00,Sanctum Sanctorum,Vibranium (kg),200.86,0.54,0.6,999.9,LOW
2024-12-14 16:40:00,Avengers Compound,Arc Reactor Cores,504.59,1.37,2.11,999.9,LOW
2024-12-14 16:40:00,Avengers Compound,Pym Particles,251.93,1.07,1.12,999.9,LOW
2024-12-14 16:40:00,Avengers Compound,Clean Water (L),10083.54,53.81,54.01,999.9,LOW
2024-12-14 16:40:00,Avengers Compound,Medical Kits,408.7,2.8,4.31,999.9,LOW
2024-12-14 16:40:00,Avengers Compound,Vibranium (kg),200.81,0.49,0.58,999.9,LOW
2024-12-14 16:40:00,Sokovia,Arc Reactor Cores,505.07,1.46,1.99,999.9,LOW
2024-12-14 16:40:00,Sokovia,Pym Particles,252.14,1.1,1.32,999.9,LOW
2024-12-14 16:40:00,Sokovia,Clean Water (L),10100.21,50.19,58.12,999.9,LOW
2024-12-14 16:40:00,Sokovia,Medical Kits,408.42,3.28,3.93,999.9,LOW
2024-12-14 16:40:00,Sokovia,Vibranium (kg),201.01,0.5,0.63,999.9,LOW
2024-12-14 16:40:00,Wakanda,Arc Reactor Cores,504.8,1.38,1.91,999.9,LOW
2024-12-14 16:40:00,Wakanda,Pym Particles,251.58,1.09,1.22,999.9,LOW
2024-12-14 16:40:00,Wakanda,Clean Water (L),10125.66,45.37,63.91,999.9,LOW
2024-12-14 16:40:00,Wakanda,Medical Kits,411.31,2.73,3.92,999.9,LOW
2024-12-14 16:40:00,Wakanda,Vibranium (kg),200.95,0.54,0.61,999.9,LOW
2024-12-14 16:40:00,New Asgard,Arc Reactor Cores,503.51,1.52,2.03,999.9,LOW
2024-12-14 16:40:00,New Asgard,Pym Particles,251.43,1.09,1.13,999.9,LOW
2024-12-14 16:40:00,New Asgard,Clean Water (L),10123.59,46.87,61.37,999.9,LOW
2024-12-14 16:40:00,New Asgard,Medical Kits,407.56,3.23,4.23,999.9,LOW
2024-12-14 16:40:00,New Asgard,Vibranium (kg),200.82,0.45,0.58,999.9,LOW
2024-12-14 16:40:00,Sanctum Sanctorum,Arc Reactor Cores,504.7,1.57,2.01,999.9,LOW
2024-12-14 16:40:00,Sanctum Sanctorum,Pym Particles,251.98,0.98,1.27,999.9,LOW
2024-12-14 16:40:00,Sanctum Sanctorum,Clean Water (L),10060.92,54.17,64.9,999.9,LOW
2024-12-14 16:40:00,Sanctum Sanctorum,Medical Kits,408.71,3.05,4.15,999.9,LOW
2024-12-14 16:40:00,Sanctum Sanctorum,Vibranium (kg),200.92,0.52,0.58,999.9,LOW
2024-12-14 16:45:00,Avengers Compound,Arc Reactor Cores,504.97,1.61,1.99,999.9,LOW
2024-12-14 16:45:00,Avengers Compound,Pym Particles,252.02,1.04,1.14,999.9,LOW
2024-12-14 16:45:00,Avengers Compound,Clean Water (L),10087.54,52.79,56.8,999.9,LOW
2024-12-14 16:45:00,Avengers Compound,Medical Kits,409.44,3.25,4.0,999.9,LOW
2024-12-14 16:45:00,Avengers Compound,Vibranium (kg),200.93,0.51,0.64,999.9,LOW
2024-12-14 16:45:00,Sokovia,Arc Reactor Cores,505.65,1.59,2.17,999.9,LOW
2024-12-14 16:45:00,Sokovia,Pym Particles,252.42,0.94,1.22,999.9,LOW
2024-12-14 16:45:00,Sokovia,Clean Water (L),10108.96,47.5,56.24,999.9,LOW
2024-12-14 16:45:00,Sokovia,Medical Kits,409.69,3.0,4.26,999.9,LOW
2024-12-14 16:45:00,Sokovia,Vibranium (kg),201.11,0.5,0.6,999.9,LOW
2024-12-14 16:45:00,Wakanda,Arc Reactor Cores,505.56,1.41,2.17,999.9,LOW
2024-12-14 16:45:00,Wakanda,Pym Particles,251.64,1.07,1.13,999.9,LOW
2024-12-14 16:45:00,Wakanda,Clean Water (L),10138.06,48.65,61.05,999.9,LOW
2024-12-14 16:45:00,Wakanda,Medical Kits,412.47,3.19,4.35,999.9,LOW
2024-12-14 16:45:00,Wakanda,Vibranium (kg),201.09,0.51,0.65,999.9,LOW
2024-12-14 16:45:00,New Asgard,Arc Reactor Cores,504.06,1.5,2.05,999.9,LOW
2024-12-14 16:45:00,New Asgard,Pym Particles,251.67,1.03,1.27,999.9,LOW
2024-12-14 16:45:00,New Asgard,Clean Water (L),10138.06,45.17,59.64,999.9,LOW
2024-12-14 16:45:00,New Asgard,Medical Kits,408.09,3.28,3.8,999.9,LOW
2024-12-14 16:45:00,New Asgard,Vibranium (kg),200.9,0.46,0.54,999.9,LOW
2024-12-14 16:45:00,Sanctum Sanctorum,Arc Reactor Cores,505.29,1.5,2.09,999.9,LOW
2024-12-14 16:45:00,Sanctum Sanctorum,Pym Particles,252.15,1.06,1.23,999.9,LOW
2024-12-14 16:45:00,Sanctum Sanctorum,Clean Water (L),10074.65,49.18,62.9,999.9,LOW
2024-12-14 16:45:00,Sanctum Sanctorum,Medical Kits,409.76,2.83,3.88,999.9,LOW
2024-12-14 16:45:00,Sanctum Sanctorum,Vibranium (kg),200.96,0.52,0.56,999.9,LOW
2024-12-14 16:50:00,Avengers Compound,Arc Reactor Cores,505.45,1.64,2.11,999.9,LOW
2024-12-14 16:50:00,Avengers Compound,Pym Particles,252.36,0.94,1.28,999.9,LOW
2024-12-14 16:50:00,Avengers Compound,Clean Water (L),10101.74,50.34,64.53,999.9,LOW
2024-12-14 16:50:00,Avengers Compound,Medical Kits,410.75,2.99,4.3,999.9,LOW
2024-12-14 16:50:00,Avengers Compound,Vibranium (kg),201.08,0.51,0.65,999.9,LOW
2024-12-14 16:50:00,Sokovia,Arc Reactor Cores,506.19,1.62,2.15,999.9,LOW
2024-12-14 16:50:00,Sokovia,Pym Particles,252.61,1.08,1.27,999.9,LOW
2024-12-14 16:50:00,Sokovia,Clean Water (L),10114.73,53.05,58.82,999.9,LOW
2024-12-14 16:50:00,Sokovia,Medical Kits,410.6,2.71,3.63,999.9,LOW
2024-12-14 16:50:00,Sokovia,Vibranium (kg),201.24,0.53,0.66,999.9,LOW
2024-12-14 16:50:00,Wakanda,Arc Reactor Cores,506.19,1.56,2.19,999.9,LOW
2024-12-14 16:50:00,Wakanda,Pym Particles,251.79,1.08,1.24,999.9,LOW
2024-12-14 16:50:00,Wakanda,Clean Water (L),10148.23,48.61,58.78,999.9,LOW
2024-12-14 16:50:00,Wakanda,Medical Kits,413.41,3.2,4.15,999.9,LOW
2024-12-14 16:50:00,Wakanda,Vibranium (kg),201.27,0.46,0.65,999.9,LOW
2024-12-14 16:50:00,New Asgard,Arc Reactor Cores,504.64,1.58,2.16,999.9,LOW
2024-12-14 16:50:00,New Asgard,Pym Particles,251.91,1.03,1.27,999.9,LOW
2024-12-14 16:50:00,New Asgard,Clean Water (L),10150.14,47.08,59.16,999.9,LOW
2024-12-14 16:50:00,New Asgard,Medical Kits,409.52,2.74,4.18,999.9,LOW
2024-12-14 16:50:00,New Asgard,Vibranium (kg),201.05,0.49,0.64,999.9,LOW
2024-12-14 16:50:00,Sanctum Sanctorum,Arc Reactor Cores,506.0,1.44,2.15,999.9,LOW
2024-12-14 16:50:00,Sanctum Sanctorum,Pym Particles,252.43,0.92,1.2,999.9,LOW
2024-12-14 16:50:00,Sanctum Sanctorum,Clean Water (L),10084.14,45.52,55.01,999.9,LOW
2024-12-14 16:50:00,Sanctum Sanctorum,Medical Kits,411.15,2.75,4.14,999.9,LOW
2024-12-14 16:50:00,Sanctum Sanctorum,Vibranium (kg),201.06,0.49,0.58,999.9,LOW
2024-12-14 16:55:00,Avengers Compound,Arc Reactor Cores,506.0,1.46,2.01,999.9,LOW
2024-12-14 16:55:00,Avengers Compound,Pym Particles,252.38,1.09,1.11,999.9,LOW
2024-12-14 16:55:00,Avengers Compound,Clean Water (L),10118.65,48.33,65.24,999.9,LOW
2024-12-14 16:55:00,Avengers Compound,Medical Kits,412.3,2.75,4.3,999.9,LOW
2024-12-14 16:55:00,Avengers Compound,Vibranium (kg),201.22,0.45,0.6,999.9,LOW
2024-12-14 16:55:00,Sokovia,Arc Reactor Cores,506.8,1.55,2.16,999.9,LOW
2024-12-14 16:55:00,Sokovia,Pym Particles,252.91,0.98,1.27,999.9,LOW
